날짜,별점,스킨타입,태그,리뷰내용,raw_text,clean_text,quality_score,length,korean_ratio
2026.01.15,5점,,한달이상사용,어디에 좋은지 모르겠어요 한통 다 썼는데 효과가 있는지 모르겠을 정도로 그대로 였어요 딴 거 사시는 걸 추천드려요,어디에 좋은지 모르겠어요 한통 다 썼는데 효과가 있는지 모르겠을 정도로 그대로 였어요 딴 거 사시는 걸 추천드려요,어디에 좋은지 모르겠어요 한통 다 썼는데 효과가 있는지 모르겠을 정도로 그대로 였어요 딴 거 사시는 걸 추천드려요,1.0,63,0.746031746031746
2026.01.15,5점,"트러블성, 봄웜톤, 잡티, 트러블",,"동생이 여드름 때문에 고민하다 구매했는데
벌써 좋다고 난리... 3일 정두 쓴것 같은데 좋다네요💚
저두 기대되서 지금 사용 중인데 좋아요!! 먼가 진정되는 느낌..?","동생이 여드름 때문에 고민하다 구매했는데
벌써 좋다고 난리... 3일 정두 쓴것 같은데 좋다네요💚
저두 기대되서 지금 사용 중인데 좋아요!! 먼가 진정되는 느낌..?",동생이 여드름 때문에 고민하다 구매했는데 벌써 좋다고 난리 3일 정두 쓴것 같은데 좋다네요 저두 기대되서 지금 사용 중인데 좋아요! 먼가 진정되는 느낌,1.0,84,0.7261904761904762
2026.01.15,5점,"건성, 웜톤, 미백, 주름",,고민부위에 두껍게 바르고 자라고 해서 바르고 잤는데 딱히 좋은건 없었어요 광고에서 보는것처럼 될려고 사는건 좀 아닌듯,고민부위에 두껍게 바르고 자라고 해서 바르고 잤는데 딱히 좋은건 없었어요 광고에서 보는것처럼 될려고 사는건 좀 아닌듯,고민부위에 두껍게 바르고 자라고 해서 바르고 잤는데 딱히 좋은건 없었어요 광고에서 보는것처럼 될려고 사는건 좀 아닌듯,1.0,65,0.7692307692307693
2026.01.15,5점,"민감성, 여름쿨톤, 잡티, 각질",한달이상사용,이딴용기에들어있는거개싫음다쓰지도못했는에찢어지고 gr,이딴용기에들어있는거개싫음다쓰지도못했는에찢어지고 gr,이딴용기에들어있는거개싫음다쓰지도못했는에찢어지고 gr,0.8,28,0.8928571428571429
2026.01.14,5점,"복합성, 웜톤, 홍조",한달이상사용,이거 쓰면 완전 촉촉하게 수분충전 할 수 있어서 조아용ㅎㅎㅎ,이거 쓰면 완전 촉촉하게 수분충전 할 수 있어서 조아용ㅎㅎㅎ,이거 쓰면 완전 촉촉하게 수분충전 할 수 있어서 조아용,1.0,30,0.7333333333333333
2026.01.14,5점,"민감성, 봄웜톤, 블랙헤드",,짜서 쓰는거라 좀 불편한… 그냥 일반 크림 처럼 통에 나왔으면 좋았을듯 ㅠㅠㅠ 트러플에 바르면 효과는 있어용,짜서 쓰는거라 좀 불편한… 그냥 일반 크림 처럼 통에 나왔으면 좋았을듯 ㅠㅠㅠ 트러플에 바르면 효과는 있어용,짜서 쓰는거라 좀 불편한 그냥 일반 크림 처럼 통에 나왔으면 좋았을듯 트러플에 바르면 효과는 있어용,1.0,55,0.7454545454545455
2026.01.14,5점,,,"흡수가 잘되구 보습에도 좋은 것 같아요 !
진정도 빠르게 잘 되는 것 같아요!","흡수가 잘되구 보습에도 좋은 것 같아요 !
진정도 빠르게 잘 되는 것 같아요!",흡수가 잘되구 보습에도 좋은 것 같아요 ! 진정도 빠르게 잘 되는 것 같아요!,1.0,43,0.6744186046511628
2026.01.14,3점,,,"일단 자극은 없고 여드름에는 큰 효과는 못 본거 같아요.......
뭔가 살짝 정리만 된 느낌.... 일단 자극 없이 순하긴 합니다
보습에 효과가 있는건 잘 모르겠고 어느정도 진정만 되는거 같아요 수분감은 그렇게 많진 않았고 제형은 꾸덕한과 산뜻함 중간인거같아요","일단 자극은 없고 여드름에는 큰 효과는 못 본거 같아요.......
뭔가 살짝 정리만 된 느낌.... 일단 자극 없이 순하긴 합니다
보습에 효과가 있는건 잘 모르겠고 어느정도 진정만 되는거 같아요 수분감은 그렇게 많진 않았고 제형은 꾸덕한과 산뜻함 중간인거같아요",일단 자극은 없고 여드름에는 큰 효과는 못 본거 같아요 뭔가 살짝 정리만 된 느낌 일단 자극 없이 순하긴 합니다 보습에 효과가 있는건 잘 모르겠고 어느정도 진정만 되는거 같아요 수분감은 그렇게 많진 않았고 제형은 꾸덕한과 산뜻함 중간인거같아요,1.0,135,0.7407407407407407
2026.01.13,5점,,,"붉은기 진정에 괜찮은 거 같아요
잘 때 듬뿍 발라주고 있어요~!","붉은기 진정에 괜찮은 거 같아요
잘 때 듬뿍 발라주고 있어요~!",붉은기 진정에 괜찮은 거 같아요 잘 때 듬뿍 발라주고 있어요!,1.0,34,0.7058823529411765
2026.01.13,4점,,재구매,"인스타 광고 하도많이 떠서 구매해봤는데
그정도는 아닌 것 같아요
효과를 잘 본것 같지는 않아요
그리고 지성비추…..","인스타 광고 하도많이 떠서 구매해봤는데
그정도는 아닌 것 같아요
효과를 잘 본것 같지는 않아요
그리고 지성비추…..",인스타 광고 하도많이 떠서 구매해봤는데 그정도는 아닌 것 같아요 효과를 잘 본것 같지는 않아요 그리고 지성비추,1.0,61,0.7540983606557377
2026.01.13,5점,,재구매,두번째구매입니다이거진짜너무좋아요앞으로이것만쓸거같아요,두번째구매입니다이거진짜너무좋아요앞으로이것만쓸거같아요,두번째구매입니다이거진짜너무좋아요앞으로이것만쓸거같아요,0.8,28,1.0
2026.01.13,5점,"지성, 가을웜톤, 잡티, 각질",,ㅎㅎ 끈적이지않고 산뜻하게 마무리 돼여!! 근데 크기가 진짜진짜 작어요ㅎㅎ저는 용량을 안보고 샀지뭐에요ㅎㅎ,ㅎㅎ 끈적이지않고 산뜻하게 마무리 돼여!! 근데 크기가 진짜진짜 작어요ㅎㅎ저는 용량을 안보고 샀지뭐에요ㅎㅎ,끈적이지않고 산뜻하게 마무리 돼여! 근데 크기가 진짜진짜 작어요저는 용량을 안보고 샀지뭐에요,1.0,51,0.7843137254901961
2026.01.12,5점,"복합성, 여름쿨톤, 민감성, 다크서클",,연고같은 느낌의 크림이에요 꾸준히 써볼예정입니다 효과가 있기를!,연고같은 느낌의 크림이에요 꾸준히 써볼예정입니다 효과가 있기를!,연고같은 느낌의 크림이에요 꾸준히 써볼예정입니다 효과가 있기를!,1.0,35,0.8
