날짜,별점,스킨타입,태그,리뷰내용,raw_text,clean_text,quality_score,length,korean_ratio
2025.10.22,3점,"복합성, 여름쿨톤, 각질, 트러블",한달이상사용,"효과를 진자 모르게성요
뭐가변화된건지모르겟어서
걍화장하기전기초할때쓰고있떠용
뭐가나진않음","효과를 진자 모르게성요
뭐가변화된건지모르겟어서
걍화장하기전기초할때쓰고있떠용
뭐가나진않음",효과를 진자 모르게성요 뭐가변화된건지모르겟어서 걍화장하기전기초할때쓰고있떠용 뭐가나진않음,1.0,48,0.8958333333333334
2025.10.21,4점,,,미백에는 잘 모르겠고 보습에는 좋은것 같아요.아누아는 다 보습에 좋은것 같아요,미백에는 잘 모르겠고 보습에는 좋은것 같아요.아누아는 다 보습에 좋은것 같아요,미백에는 잘 모르겠고 보습에는 좋은것 같아요.아누아는 다 보습에 좋은것 같아요,1.0,43,0.7674418604651163
2025.10.19,4점,"지성, 여름쿨톤, 잡티, 블랙헤드",한달이상사용,요철은 잘 모르갰다만 민감성 피부로 요거 계속 쓸때마다 자꾸 뭐가 올라와서 손이 잘 안감,요철은 잘 모르갰다만 민감성 피부로 요거 계속 쓸때마다 자꾸 뭐가 올라와서 손이 잘 안감,요철은 잘 모르갰다만 민감성 피부로 요거 계속 쓸때마다 자꾸 뭐가 올라와서 손이 잘 안감,1.0,49,0.7346938775510204
2025.10.17,5점,,한달이상사용,"이건 처음 쓸때부터 좋은데
여전히 좋아요 미백은 잘 모르겠는데
피부가 부들부들","이건 처음 쓸때부터 좋은데
여전히 좋아요 미백은 잘 모르겠는데
피부가 부들부들",이건 처음 쓸때부터 좋은데 여전히 좋아요 미백은 잘 모르겠는데 피부가 부들부들,1.0,43,0.7674418604651163
2025.10.12,3점,,,미백이나 그런건 잘 모르겠고 휘뚤마뚤 바름..근데 묘하게 겉도는 느낌이 약간 있음 걍 제가 예민해서 그럴수도..,미백이나 그런건 잘 모르겠고 휘뚤마뚤 바름..근데 묘하게 겉도는 느낌이 약간 있음 걍 제가 예민해서 그럴수도..,미백이나 그런건 잘 모르겠고 휘뚤마뚤 바름.근데 묘하게 겉도는 느낌이 약간 있음 걍 제가 예민해서 그럴수도.,1.0,60,0.7333333333333333
2025.10.12,5점,,한달이상사용,너무 만족스럽게 잘 사용하고 있습니다. 다 쓰고 추가 구매하려구요 후기보고 주문했는데 좋은 구매해서 기분이 좋네요,너무 만족스럽게 잘 사용하고 있습니다. 다 쓰고 추가 구매하려구요 후기보고 주문했는데 좋은 구매해서 기분이 좋네요,너무 만족스럽게 잘 사용하고 있습니다. 다 쓰고 추가 구매하려구요 후기보고 주문했는데 좋은 구매해서 기분이 좋네요,1.0,63,0.7619047619047619
2025.10.02,5점,,한달이상사용,"이건 아침케어에 사용중인데 없으면 안되는 존재에요
진짜 좋어요
기름도 덜생기고","이건 아침케어에 사용중인데 없으면 안되는 존재에요
진짜 좋어요
기름도 덜생기고",이건 아침케어에 사용중인데 없으면 안되는 존재에요 진짜 좋어요 기름도 덜생기고,1.0,43,0.7906976744186046
2025.10.02,5점,"민감성, 봄웜톤, 각질, 트러블",,"진짜 거칠던 결이 세상 보들보들한 애기피부가
되었어여..ꢭ 이거 진짜 인생템 등극..!!!","진짜 거칠던 결이 세상 보들보들한 애기피부가
되었어여..ꢭ 이거 진짜 인생템 등극..!!!",진짜 거칠던 결이 세상 보들보들한 애기피부가 되었어여.ꢭ 이거 진짜 인생템 등극,1.0,44,0.7272727272727273
2025.09.29,5점,,,아누아 브랜드를 정말 좋아해요. 토너는 향이 너무 좋고 피부에 잘 스며듭니다. 피부가 벨벳처럼 매끄 럽고 윤기가 나며 안에서부터 빛이 납니다. 탄력도 생겼어요. 이 브랜드의 앰풀은 제 인생템이에요. 감사합니다!,아누아 브랜드를 정말 좋아해요. 토너는 향이 너무 좋고 피부에 잘 스며듭니다. 피부가 벨벳처럼 매끄 럽고 윤기가 나며 안에서부터 빛이 납니다. 탄력도 생겼어요. 이 브랜드의 앰풀은 제 인생템이에요. 감사합니다!,아누아 브랜드를 정말 좋아해요. 토너는 향이 너무 좋고 피부에 잘 스며듭니다. 피부가 벨벳처럼 매끄 럽고 윤기가 나며 안에서부터 빛이 납니다. 탄력도 생겼어요. 이 브랜드의 앰풀은 제 인생템이에요. 감사합니다!,1.0,117,0.717948717948718
2025.09.28,5점,,한달이상사용,아 우와 제품 너무 좋으네요 거의 다 써봤는데 또 재구매할 예정입니다 자주 할인 해 주세요,아 우와 제품 너무 좋으네요 거의 다 써봤는데 또 재구매할 예정입니다 자주 할인 해 주세요,아 우와 제품 너무 좋으네요 거의 다 써봤는데 또 재구매할 예정입니다 자주 할인 해 주세요,1.0,50,0.72
