날짜,별점,스킨타입,태그,리뷰내용,raw_text,clean_text,quality_score,length,korean_ratio
2025.12.01,5점,,재구매,자극이 적고 진정이 잘 되는 크림이에요 보습은 원하는데 조금 트러블이 올라오거나 할때 선택하며 사용중인데 잘쓰고 있어요!,자극이 적고 진정이 잘 되는 크림이에요 보습은 원하는데 조금 트러블이 올라오거나 할때 선택하며 사용중인데 잘쓰고 있어요!,자극이 적고 진정이 잘 되는 크림이에요 보습은 원하는데 조금 트러블이 올라오거나 할때 선택하며 사용중인데 잘쓰고 있어요!,1.0,67,0.7611940298507462
2025.12.01,5점,,한달이상사용,유튜브 보고 좁쌀에 좋다길래 사봤어요 저는 복합성인데 잘때 유분이 좀 나와서 아스트리아 크림 바르고 자면 좁쌀 폭탄되거든여? 근데 보습이 중요한지알고 아스트리아 왕창 발랏다가 이마 좁쌀 폭탄맞았는데 그거 ㅂ복구하려고 이거 써봤는데 요즘에 하나도 안나요,유튜브 보고 좁쌀에 좋다길래 사봤어요 저는 복합성인데 잘때 유분이 좀 나와서 아스트리아 크림 바르고 자면 좁쌀 폭탄되거든여? 근데 보습이 중요한지알고 아스트리아 왕창 발랏다가 이마 좁쌀 폭탄맞았는데 그거 ㅂ복구하려고 이거 써봤는데 요즘에 하나도 안나요,유튜브 보고 좁쌀에 좋다길래 사봤어요 저는 복합성인데 잘때 유분이 좀 나와서 아스트리아 크림 바르고 자면 좁쌀 폭탄되거든여? 근데 보습이 중요한지알고 아스트리아 왕창 발랏다가 이마 좁쌀 폭탄맞았는데 그거 복구하려고 이거 써봤는데 요즘에 하나도 안나요,1.0,139,0.762589928057554
2025.11.29,5점,"트러블성, 쿨톤, 잡티, 트러블",,촉촉해요! 완전 지성이 쓰면 될거 같아요 보습은 좀 약해요!,촉촉해요! 완전 지성이 쓰면 될거 같아요 보습은 좀 약해요!,촉촉해요! 완전 지성이 쓰면 될거 같아요 보습은 좀 약해요!,1.0,33,0.696969696969697
2025.11.27,5점,,재구매,순하고 촉촉해서 좋아요 향도 없어서 저는 좋았습니다 !! 굿,순하고 촉촉해서 좋아요 향도 없어서 저는 좋았습니다 !! 굿,순하고 촉촉해서 좋아요 향도 없어서 저는 좋았습니다 ! 굿,1.0,32,0.71875
2025.11.11,5점,,재구매,"피부가 예민해서 이것저것 쓰면 금방 붉어지는데, 이 수딩크림은 자극 없이 편안하게 발려서 좋아요. 발랐을 때 흡수도 빠르고 끈적이지 않아 데일리로 쓰기 딱이에요. 특히 화장하고 난 뒤나 세안 후에 발라주면 피부가 촉촉하고 진정되는 느낌이라 만족스러워요. 향도 은은해서 부담 없고, 꾸준히 쓰니까 붉은기랑 민감함이 확실히 줄어든 느낌이에요.","피부가 예민해서 이것저것 쓰면 금방 붉어지는데, 이 수딩크림은 자극 없이 편안하게 발려서 좋아요. 발랐을 때 흡수도 빠르고 끈적이지 않아 데일리로 쓰기 딱이에요. 특히 화장하고 난 뒤나 세안 후에 발라주면 피부가 촉촉하고 진정되는 느낌이라 만족스러워요. 향도 은은해서 부담 없고, 꾸준히 쓰니까 붉은기랑 민감함이 확실히 줄어든 느낌이에요.","피부가 예민해서 이것저것 쓰면 금방 붉어지는데, 이 수딩크림은 자극 없이 편안하게 발려서 좋아요. 발랐을 때 흡수도 빠르고 끈적이지 않아 데일리로 쓰기 딱이에요. 특히 화장하고 난 뒤나 세안 후에 발라주면 피부가 촉촉하고 진정되는 느낌이라 만족스러워요. 향도 은은해서 부담 없고, 꾸준히 쓰니까 붉은기랑 민감함이 확실히 줄어든 느낌이에요.",1.0,189,0.7354497354497355
2025.11.08,5점,,,"붉은기 진정에 좋고 뾰루지에 효과 좋아요
크림이 유분쫀독이 아니고 수분쫀독이라 좋아요
가격이 쬐끔만 다운되면 좋겠어요 크림 좋아요","붉은기 진정에 좋고 뾰루지에 효과 좋아요
크림이 유분쫀독이 아니고 수분쫀독이라 좋아요
가격이 쬐끔만 다운되면 좋겠어요 크림 좋아요",붉은기 진정에 좋고 뾰루지에 효과 좋아요 크림이 유분쫀독이 아니고 수분쫀독이라 좋아요 가격이 쬐끔만 다운되면 좋겠어요 크림 좋아요,1.0,72,0.7777777777777778
2025.11.07,5점,,,한 달 꾸준히 써봤는데 확실히 잘 맞아요 🌼 처음보다 훨씬 편해지고 자연스럽게 루틴에 자리 잡았어요 💕,한 달 꾸준히 써봤는데 확실히 잘 맞아요 🌼 처음보다 훨씬 편해지고 자연스럽게 루틴에 자리 잡았어요 💕,한 달 꾸준히 써봤는데 확실히 잘 맞아요 처음보다 훨씬 편해지고 자연스럽게 루틴에 자리 잡았어요,1.0,53,0.7547169811320755
2025.10.31,5점,,재구매,작은 양으로도 효과가 좋아요. 경제적이에요 추천 드려요 강추 ㅎㅎ!!,작은 양으로도 효과가 좋아요. 경제적이에요 추천 드려요 강추 ㅎㅎ!!,작은 양으로도 효과가 좋아요. 경제적이에요 추천 드려요 강추 !,1.0,35,0.7142857142857143
2025.10.31,5점,,재구매,매트한 마무리감이 아주 만족스럽습니다. 기름기가 없어요 추천 드려요 ㅎㅎ!!,매트한 마무리감이 아주 만족스럽습니다. 기름기가 없어요 추천 드려요 ㅎㅎ!!,매트한 마무리감이 아주 만족스럽습니다. 기름기가 없어요 추천 드려요 !,1.0,39,0.7435897435897436
2025.10.31,5점,,재구매,가벼운 사용감이 아주 만족스럽습니다. 무겁지 않아 좋아요 추천 드려요 ㅎㅎ!!,가벼운 사용감이 아주 만족스럽습니다. 무겁지 않아 좋아요 추천 드려요 ㅎㅎ!!,가벼운 사용감이 아주 만족스럽습니다. 무겁지 않아 좋아요 추천 드려요 !,1.0,40,0.725
2025.10.31,5점,,재구매,바르고 나면 피부가 정말 부드러워요. 매끈해져요 추천 드려요 ㅎㅎ!!,바르고 나면 피부가 정말 부드러워요. 매끈해져요 추천 드려요 ㅎㅎ!!,바르고 나면 피부가 정말 부드러워요. 매끈해져요 추천 드려요 !,1.0,35,0.7142857142857143
2025.10.31,5점,,재구매,향이 너무 좋아서 매일 사용하고 싶어요. 기분 전환에 딱이에요. ㅎㅎ추천 드려요!!,향이 너무 좋아서 매일 사용하고 싶어요. 기분 전환에 딱이에요. ㅎㅎ추천 드려요!!,향이 너무 좋아서 매일 사용하고 싶어요. 기분 전환에 딱이에요. 추천 드려요!,1.0,43,0.6976744186046512
2025.10.29,4점,,,리뷰에 본드냄새?가 난다해서 걱정했는데 솔직히 심한편은 아니지만 오묘한 냄새가 나긴해요 냄새에 민감한분들은 다른거쓰시길 순해서 좋긴해요,리뷰에 본드냄새?가 난다해서 걱정했는데 솔직히 심한편은 아니지만 오묘한 냄새가 나긴해요 냄새에 민감한분들은 다른거쓰시길 순해서 좋긴해요,리뷰에 본드냄새?가 난다해서 걱정했는데 솔직히 심한편은 아니지만 오묘한 냄새가 나긴해요 냄새에 민감한분들은 다른거쓰시길 순해서 좋긴해요,1.0,75,0.8
2025.08.20,4점,,,수딩 크림으로 가볍게 바르기 좋고 워낙 유명한 제품이라 써 보고 싶었는데 잘 사용할 것 같아요,수딩 크림으로 가볍게 바르기 좋고 워낙 유명한 제품이라 써 보고 싶었는데 잘 사용할 것 같아요,수딩 크림으로 가볍게 바르기 좋고 워낙 유명한 제품이라 써 보고 싶었는데 잘 사용할 것 같아요,1.0,52,0.7307692307692307
2025.08.16,4점,"복합성, 쿨톤, 잡티, 각질","한달이상사용, 재구매",진짜 향만빼면 다좋아요 선크림잘못발라서 볼에만 여드름이 엄청낫엇어요 근데 그땐 뭐 모르고 다 짜다가 흉져서 인터넷에서 흉 없앤다는 이상한 광고보고 올리브영가서 사려고햇는데 직원분이 아직 안나은거같다고 이걸추천해주셧어요 바른첫날 오히려 좀 따가워서 잘못산거같앗는데 다음날한번더바르니까 여드름이 싹다사라져서 그뒤로 데일리템으로 올영세일할때마다 3개씩은 쟁여서 공병이10개는 넘어요,진짜 향만빼면 다좋아요 선크림잘못발라서 볼에만 여드름이 엄청낫엇어요 근데 그땐 뭐 모르고 다 짜다가 흉져서 인터넷에서 흉 없앤다는 이상한 광고보고 올리브영가서 사려고햇는데 직원분이 아직 안나은거같다고 이걸추천해주셧어요 바른첫날 오히려 좀 따가워서 잘못산거같앗는데 다음날한번더바르니까 여드름이 싹다사라져서 그뒤로 데일리템으로 올영세일할때마다 3개씩은 쟁여서 공병이10개는 넘어요,진짜 향만빼면 다좋아요 선크림잘못발라서 볼에만 여드름이 엄청낫엇어요 근데 그땐 뭐 모르고 다 짜다가 흉져서 인터넷에서 흉 없앤다는 이상한 광고보고 올리브영가서 사려고햇는데 직원분이 아직 안나은거같다고 이걸추천해주셧어요 바른첫날 오히려 좀 따가워서 잘못산거같앗는데 다음날한번더바르니까 여드름이 싹다사라져서 그뒤로 데일리템으로 올영세일할때마다 3개씩은 쟁여서 공병이10개는 넘어요,1.0,210,0.8
2025.08.11,5점,,,유분기를 잡아줘서 하루 종일 뽀송해요. 번들거리지 않아요 추천 드려요 ㅎㅎ!!,유분기를 잡아줘서 하루 종일 뽀송해요. 번들거리지 않아요 추천 드려요 ㅎㅎ!!,유분기를 잡아줘서 하루 종일 뽀송해요. 번들거리지 않아요 추천 드려요 !,1.0,40,0.725
2025.08.08,3점,"복합성, 쿨톤, 잡티, 트러블",한달이상사용,라스트픽으로 사서 그런지 뭔지 모르겠는데 하여튼 약간 애매-하게 좋은 듯 아닌 듯 트러블이 한두개씩 올라오는 건 어쩔 수가 없더라고요,라스트픽으로 사서 그런지 뭔지 모르겠는데 하여튼 약간 애매-하게 좋은 듯 아닌 듯 트러블이 한두개씩 올라오는 건 어쩔 수가 없더라고요,라스트픽으로 사서 그런지 뭔지 모르겠는데 하여튼 약간 애매-하게 좋은 듯 아닌 듯 트러블이 한두개씩 올라오는 건 어쩔 수가 없더라고요,1.0,74,0.7432432432432432
