제품이름,product_type,가격,날짜,별점,스킨타입,태그,리뷰내용
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.05,5점,,"한달이상사용, 재구매",세 통째 쟁여놓고 있습니다… 오랫동안 사용하면 확실히 피부 하얘짐!!! 착각인지는 모르겟으나 여드름 자국도 빨리 없어지는 것 같음 아 화장하기 전에 바르면 잘 먹어서 좋아용 근데 용기 리뉴얼 된 거 ㅂㄹ… 전 게 더 예뻣음
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.05,5점,,,친구생일선물로사줬는데잘쓰고잇대여미백에좋아보려요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,5점,"민감성, 각질, 트러블",한달이상사용,확실히 느낀 효과는 피부가 밝아지는 거구 여드름흉터가 점점 없아지는 거 같아용
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,5점,,,칙칙한 피부 톤을 맑게 개선해주고 잡티 완화에도 효과적입니다. 꾸준히 사용하니 피부가 점점 환해지고 건강한 느낌이 들어 만족합니다.
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,5점,"복합성, 가을웜톤",한달이상사용,잡티 고민 덜어줘요 ✨ 피부 톤 균일해졌어요~피부 진정 완전 좋아요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,5점,,재구매,저녁에 쓰기 좋은 세럼이에요 !! 재구매했습니다 더블기획 나ㅏ서 좋아요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,5점,,한달이상사용,저녁애 쓰기 좋은 세럼이에요 ! 피부 맑아지는 것 같아서 재구매 했습니다
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,5점,,"한달이상사용, 재구매",3통정도 비웠는데 빔에 쓰기 좋고 속건조 심힌편인데 꽤 촉촉함
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,5점,,,이거 포함 여러개 구매해서 오늘드림으로 배송해줘야는데 당일 배송 안되서 상담사 연결해서 일반배송으로 그나마 빠른처리로 해결되었어요 아누아 하나씩 써보고 있는데 요것두 효과가 있기를 기대해 봅니다
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.04,4점,,,좀 많이 끈적합니당 ㅜ그래두 좋어요 밤에 써줘야 할거가틈 복숭아 세럼이랑 같이 쓸라고 삿는데 상품이 변색된다 해서 하나만 뜯어놧어요ㅜ
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.03,5점,,한달이상사용,좋아여오오!ㅎㅎ 굿입니다 ㅎㅎ 잘쓰고있어용^_^ㅜ체고
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.24,5점,,,"좋다고해서 구매했어요
꾸준히 사용해볼려구요 아직 효과는 잘 모르겠지만
트러블없이 순하고 괜찮은거같아요~"
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.24,5점,,한달이상사용,I love this serum. Using the 2nd bottle and will buy more
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.24,5점,,한달이상사용,"This is the best serum. I love using it. Removed dark spots, soothes the skin and feels so glass like. Saw it on tiktok and instantly bought it. And trust me, IT REALLY WORKS!!!
I highly recommend it. Already using the second bottle!! I'll keep using it as long as my dark spots are completely gone! You should keep using it. One bottle isn't enough! Highly recommend it! Buy it with confidence !"
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.21,5점,,한달이상사용,좋아요 향도 거슬리지 않고 색도 이뻐요 효과는 그닥...보습 데일리로 추천
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.20,4점,"복합성, 웜톤, 잡티, 트러블",한달이상사용,좀 끈적이고 무거운 것 같아요 꾸준히 쓰고 있긴한데 딱히 좋은점은 잘 모르겠어요 무난합니다
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.19,5점,,,"이거 쓰면 담낳애 확실히 안색이 환해지는 느낌이 들아요
근데 유분기가 있어서 여름엔 못 쓸듯합니다
겨울엔 잘씀"
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.18,5점,,한달이상사용,팩도 같이 쓰고있는데 진짜 흉터가 좀 옅어진느낌이에요 벌써 두통째임 ㅋ
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.18,3점,,한달이상사용,색소침착에 좋을까 해서 샀는데 딱히 도움은 안되는 것 같아요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.16,3점,,한달이상사용,엄.. 유명한템이라 기대하고 샀는데 효과가 없는 거 같아서 방치하고 잇어욯ㅎ 지금 쓰던거 쓰고 다시 써보고 후기 남겨볼게영
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.15,5점,,한달이상사용,흔적이 사라지지는 않았지만 그래도 피부가 전체적으로 밝아지는 느낌
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.15,5점,"민감성, 여름쿨톤, 미백",재구매,쿠팡에서 가짜사고 바로 올영가서 사온제품..^^ 나이아신아마이드가 고농축으로 들어가 있어서 좋아요. ㅍㄹㅊㅇㅅ 제품 보다는 끈적이고 점도있어서 가벼운 제형 좋아하시는 분들에게는 비추천 합니다
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.14,5점,,,3통 더 삼 너무 즇고 흔적에 너무좋아요 피브결도 좋아짐 개추천
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.14,5점,,한달이상사용,"10% 나이아신아마이드와 4% 트롬빈산이 함유되어 있어 피부 칙칙함을 개선하고 기미를 완화하는 데 매우 효과적입니다. 제 피부색이 고르지 않고, 약간의 작은 기미도 있었습니다. 약 한 달 동안 꾸준히 사용했더니 피부색이 많이 밝아진 것 같았고, 기미도 옅어지는 기미가 있었으며, 피부는 더욱 섬세하고 윤기 있게 변했습니다. 에센스는 끈적임 없이 산뜻한 텍스처로 피부에 부담없이 흡수됩니다. 스포이드는 사용이 편리하고 위생적이며 용량을 정확하게 제어할 수 있도록 설계되었습니다."
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.14,4점,,한달이상사용,쏘쏘 무난템 무난하면서 효과가 좋아요 가격대가 좀 비싸지만 세일할때 쟁여둬야하는템
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.13,5점,,,효과가 있는지 아직 크게 모르겠지만 꾸준히 써봐야알거같아용!! 촉촉해짐
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.13,5점,,,"발림이 촉촉하고 끈적임 없이 금방 흡수돼서 사용감이 좋음
꾸준히 쓰니까 피부톤이 서서히 맑아지고 환해지는 느낌이라 만족스러움"
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.13,5점,,,"이거 다써서 재구매했어요
피부쫀득광나고 얼굴 환해져요
앞으로 이거 쭉 쓸거에요"
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.13,5점,,,흔적제품에 관심 많은데 자주 써요!! 제가 현재 병행하고 있는 ㅋㅅㅇㅇㅅ 앰플과 비교했을때는 제형이 좀 더 콧물제형이에요 근데 그렇다고해서 마무리감이 끈적거리거나 그러지는 않아서 좋습니다 벌써 절반 썼어요 ㅠㅠ 오래된 흉터에는 뛰어난 효과는 아니지만 초기 흉터에는 효과 마니 봤어요!! 추천해요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.12,5점,,재구매,good anua serum with niacinamide 10+ TXA 4 for help skin from dark spots
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.15,5점,,,"여드름 흉터가 인중 쪽에 생겨서 스트레스 받고 있었는데
이 제품을 꾸준히 바르니까 옅어지고 있어요 그래서 매일
저녁마다 바르고 자고 있습니다 낮에 화장 할 땨 바르면
밀릴 수 있느니 화장 전에 바르는 건 비추 ! 밤에 바르는 건
완전 왼전 강추"
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.14,5점,,,"세통째 사용하는 것 입니다
피부 미백에 있어서 효과를 봤어요"
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.14,5점,,,요즘 미백에 신경쓰는 딸아이가 순하고 자극없이 잘 쓰고 있다고 좋다고 합니다
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.13,5점,,,상품이 꼼꼼하고 깔끔합니다 자주 사용할 것 같아요 좋습니다
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.11,5점,,한달이상사용,이제품 후기를 여러번 봤었는데 사서 써보니까 왜 후기가 많은지 알겠어요 이제 산 거 후회 중
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.11,5점,,한달이상사용,너무 너무 좋아요 왜 고민햇는지ㅠ그런 시간들이 아깝다!!❤️❤️ 다시 구매하고 싶은 그런느낌
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.10,5점,,,촉촉하고 기미가 옅어진건 아직 모르겠지만 촉촉해서 좋아요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.09.08,5점,,한달이상사용,쫀쫀하고 좋습니다 이거 바르니까 진짜 잡티가 맑아져요 굿굿
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.25,5점,,,나이아신 세럼 중에서 제일 좋다고 해서 사봤어요~! 효과는 조금 써봐야 알 것 같습니다 ㅎㅎ
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.25,4점,,,기미와 다크써클이 좀 고민이라 사봤는데 끈적임이 심해 밤에만 바르고 있어요 꾸준히 바르지 않아 드라마틱한 효과는 없지만 그래도 전체적으로 밝아지는 느낌은 있었어요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.24,5점,"트러블성, 가을웜톤, 잡티, 각질",한달이상사용,사용감이 좀 찐뜩거리긴 하지만 피부에 광이 바로 나서 좋아요
TXA 나이아신 흔적 세럼 30ml,세럼,32000,2025.08.24,5점,,,"배송 빠르고 좋아요
항상 쓰는 제품이라 행사 자주 했음 좋겠어요"
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2026.01.09,5점,,,앰플보다는 유분 올라오는게 덜 해서 화장 전에 발라도 괜찮어요 진짜 보습에 좋아서 화장 건조해서 뜨는게 덜 해서 좋아요
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2025.12.22,5점,"복합성, 봄웜톤, 미백, 각질",한달이상사용,"✨겨울에도 촘촘하게 채워지는 보습✨

❄️ 날씨가 쌀쌀해지면서 보습력 있는 아이템이 필요해서 구매했는데,
제형이 묽은 듯하면서도 크림처럼 진해서 인상적이었어요.
한 번만 발라도 촉촉하지만,
두 번 정도 겹겹이 쌓아주면 보습감이 확실히 오래가더라구요 😊

🌾 소량만 사용해도 효과가 느껴지는 타입이라 부담 없고,
쌀 유래 성분이라 그런지 피부에 자극 없이 편안했어요.
예민한 날에도 손이 가는 사용감이었어요.

💧 기존에 쓰던 진정 라인과 함께 쓰니 궁합도 좋아서
스킨케어 마무리 단계로 딱 좋았고,
겨울철 데일리 보습템으로 한달 이상 잘 사용하고 있어요 !!

👉 도움이 돼요 눌러주시면 리뷰에 도움이 됩니다 ✨"
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2025.12.11,5점,,한달이상사용,"샤워후 깔끔한 마무리에 좋아요
유분감 없이 보습 잘 되서 만족해요"
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2025.11.20,5점,,,"기존에 쓰던 아누아 로션이 품절이여서 샀는데 오히려 그 제품보다 덜 기름지고 흡수도 더 잘되는거 같아서 만족합니다!

여름은 모르겠지만 겨울에는 단독으로 쓰기에는 조금 건조합니당

진정효과와 미백효과는 좀 더 써봐야 평가할 수 있을거 같아유"
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2025.11.19,5점,"복합성, 봄웜톤, 미백, 각질",,"🌾 겨울철 촉촉 보습 밀크 사용후기 🤍

추워지는 시기에 쓸 보습 제품을 찾다가 선택했는데, 일단 질감이 가볍고 묽은 편이라서 피부에 올리자마자 스며드는 느낌이 정말 좋았어요. 기존 로션보다 밀도가 살짝 더 있는 편이라 보습감은 유지되면서도 답답하지 않게 마무리돼요.
약간 피지오ㄱ 레드 수딩 로션이랑 흡사한 질감이네용.

쌀 유래 성분이라 자극 걱정 없이 편하게 사용할 수 있었고, 은근히 피부를 편안하게 정돈해주는 느낌도 나더라구요. 겨울용 보습 라인으로 고민 중이라면 충분히 만족스러운 선택이 될 것 같아서 재구매 의사도 있어요.

건조한 날 바르면 속당김 없이 금세 편안해져서 사무실에서도 잘 쓰고 있어요. 난방 때문에 오후에는 조금 건조함을 느꼈는데 요즘은 크게 건조해지지 않아서 확실히 보습력이 느껴졌어요. 기존 다른 라인의 제품과도 궁합이 좋아서 함께 쓰면 피부가 더 매끄럽게 정리되는 느낌이었고, 하루 종일 산뜻하게 유지되는 점이 특히 마음에 들었어요. 부담스럽지 않은데 촉촉함은 확실히 잡아줘서 겨울철 데일리 케어로 추천하고 싶은 제품이에요. 미백케어도 된다고 하니 꾸준히 써보려구용 !!

도움 눌러주시면 감사합니다 ♡"
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2025.11.17,5점,"민감성, 여름쿨톤, 잡티, 주름",,피부에 올리면 가볍게 스며들어서 답답함이 없어요. 촉촉함이 오래 유지돼서 건조함 잡는 데 도움이 많이 돼요
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2025.11.15,5점,"복합성, 쿨톤, 탄력",,나이아신아마이드랑 스쿠알란이 들어있어서 그런지 요즘계절에 사용하기 너무 좋아용
라이스 70 인텐시브 모이스처라이징 밀크 150ml,기타,19500,2025.11.07,5점,,,"찬바람 불련서 얼굴이 땡겨서 보습에 더 신경 쓰게 되네요
무향 자극없고 보습 괜찮아요"
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2026.01.16,5점,"지성, 가을웜톤",한달이상사용,"아니 아누아 기초 맞는사람한텤 개찰떡임
이거 ㄹㅇ개촉촉하고 좋아ㅛ요 사세요사세요"
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2026.01.14,5점,,재구매,자연스럽게 커버돼서 만족해요. 피부 톤이 좋아졌어요 추천 드려요 ㅎㅎ!!
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2026.01.12,5점,,,리뉴얼된거 처음샀는데 전에거랑 똑같겠죠 몇년전부터 이것만 쓰고 있어요
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2026.01.01,4점,"건성, 여름쿨톤, 트러블, 모공",한달이상사용,마음에 들어서 자주 애용하는 제품이에요. 무난해서 피부 타입이나 톤에 구애받지 않고 모든 분들이 무난하고 편하게 사용하기 좋을 것 같아요! 유목민 분들이 꾸준템으로 쓸 수 있는 정착템이 되지 않을까 싶습니다! :)
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2025.12.16,5점,"지성, 가을웜톤",,"아누아 기초 라인들 다 굿
지성/복합성에도 쓰기 괜찮아요 성분을 딱히 보고사는 편은 아니지만 순하고 좋음 굿"
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2025.12.16,5점,"민감성, 트러블",한달이상사용,가볍고 자극 없이 순해요! 솔직히 미백은 잘 모르겠어서 조금 더 써봐야 할 것 같아여
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2025.12.02,4점,"건성, 여름쿨톤, 트러블, 모공",,마음에 들어서 자주 애용하는 제품이에요. 무난해서 피부 타입이나 톤에 구애받지 않고 모든 분들이 무난하고 편하게 사용하기 좋을 것 같아요! 유목민 분들이 꾸준템으로 쓸 수 있는 정착템이 되지 않을까 싶습니다! :)
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2025.11.22,5점,"복합성, 쿨톤, 탄력",,부드럽게 발리고 흡수도 빨라서 계절 상관없이 데일리로 쓰기 좋아요
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2025.11.17,5점,"민감성, 여름쿨톤, 잡티, 주름",,바르자마자 촉촉함이 느껴지고 건도해서 들뜬 피부 결이 한결 정리되는 느낌이에요
복숭아 77 나이아신 컨디셔닝 밀크 150ml,기타,21600,2025.11.16,5점,"민감성, 트러블",,순하고 좋아요! 향도 좋고 로션 짜서 쓰는 용기도 깔끔하고 좋은거 같아요!
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.21,5점,,한달이상사용,명동에 갔을 때 직원분 추천으로 샀는데 무난하니 좋은 것 같아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.17,4점,"지성, 여름쿨톤, 각질, 블랙헤드",한달이상사용,항상 잘 사용 중입니다. 제품은 아내가 항상 좋다고 얘기하고 신제품 나오면 항상 사용하려고 합니다
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.16,5점,,한달이상사용,"한 통 꼬박꼬박 두 번씩 발랐는데 효과는 사실 모르겠고
그냥 보습 잘 됨 그나마 좀 맑아진 느낌은 있는듯..? 없는듯..? 근데 생긴게 넘 이뻐서 또 살거임"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.12,5점,,,복숭아향 은은해서 바를 때 기분 좋아짐 🍑 제형 가볍고 끈적임 없어서 바로 흡수됨. 나이아신아마이드 들어가서 톤 정리되는 느낌 있고 메이크업 전에 써도 밀림 없음. 자극 없이 데일리로 쓰기 딱 좋은 세럼임 👍
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.07,5점,,재구매,"제형이 가볍고 흡수가 빠른 편이라 끈적임 싫어하는 사람에게 좋아요. 꾸준히 바르니 피부 톤이 균일해지는 느낌이 있었고, 자극 없이 데일리로 쓰기 무난했습니다."
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.07,5점,,한달이상사용,한 달 내내 사용해보니 과하지 않은 구성이라 꾸준히 쓰기 좋았습니다. 자연스럽게 이어지는 흐름이 안정적이어서 만족스럽게 느껴졌습니다. 다양한 상황에서도 무리 없었습니다.
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.06,5점,,,향도 좋고 재구매템이애요! 진심으로 사랑합니다 미백도 됀다는데 그건 아직 효과를 모르겠어요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.06,5점,"건성, 봄웜톤",,이거 사용했는데 한 일주일만 지나도 얼굴이 화사해지는게 느껴져요!
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.03,5점,,한달이상사용,고딩 딸아이가 갖구 싶어해서 구매해줬네요~ 순하고 좋다네요~ 굿입니당~
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2026.01.01,5점,,,"이거 진짜 좋음요
이거 하고 피부에 광이 돋는걸 느꼈어요
얼굴톤도 환해지고 결도 부드러워지고 넘 좋음!"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.22,5점,,재구매,피부 결이 매끈해져서 좋아요. 촉촉해졌어요 추천 드려요 ㅎㅎ!!
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.22,5점,,재구매,향이 너무 좋아서 매일 사용하고 싶어요. 기분 전환에 딱이에요. ㅎㅎ추천 드려요!!
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.19,5점,,,친구가 이걸 꼭 갖고 싶다길래 사줬는데 너무 좋아해요 굿굿입니다
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.18,3점,,한달이상사용,이거만 쓰면 좁쌀 개올라오고 복구하기 어려움 진짜... 화잘먹인건 ㅇㅈ하는데 다른 화잘먹템들도 많음 굳이 이거 살 필요 없음
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.15,5점,"건성, 여름쿨톤, 잡티, 트러블",,저는 수부지고 그냥 보이길래 구매 한건데 엄청 촉촉하고 묽은 타입의 세럼이에요 그래서 보습력도 괜찮다고 느꼈어요 그 중에서 미백 효과가 너무 좋아요 미백 효과를 기대하고 산건 아닌데 한 한달정도 꾸준히 쓰다 보니 얼굴이 좀 밝아진 느낌이라 뭐지 싶었는데 이 제품 때문에 그런거 같더라구요!!
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.12,5점,,,"지인 추천으로 올영세일 때 구매했어요.
복숭아 향을 원체 안좋아했는데 이건 향 호불호를 참고도 바를 수 있는 효과 보장된 세럼입니다."
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.12,5점,,,"피부 자극 없고 촉촉쫀쫀함 미백효과는 모르겠음
근데 이쁘게생겨서 바를때마다 갓생사는것같고 기분이 조아용 한 번쯤 써보는 것도 조을듯"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.09,5점,,한달이상사용,미백이 되는 거는 사실 잘 모르겠고 앰플 중에 가장 발랐을 때 부드럽게 피부가 결이 정동되는 것 같아서 샀는데 겨울 정돈이 잘 되고 얼굴이 최근에 뒤집어졌는데 저 앰플을 쓰고 잘 복구가 됐었어요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.12.02,5점,,재구매,여섯 병 째 사용 중 제발사세요. 그냥 사세요. 고민 하지 마세요. 미백효과 짱 좋아요. 아침에 사용 중인데 저녁까지도 화사함이 느껴져요.
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.30,5점,"복합성, 겨울쿨톤, 각질, 피지과다",,그냥 샀는데 생각보다 괜찮았어요 매일 발라주고 있다가 우연히 거울을 봤는데 피부가 밝아져서 놀랫떠염 용기도 이쁘고 자극도 없어서 좋아용
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.30,5점,,"한달이상사용, 재구매","제가 건섯피부인데, 발랐을때 피부에너무나 잘 흡수되는 느낌이 너무나 좋았습니다. 피부에 자극없이 잘발라지며 촉촉함과 피부에 탱탱함이 느껴져서 앞으로도 피부에 많은 도움이 될것같습니다. 앞으로도 재구매의향 가득합니다"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.27,5점,"건성, 겨울쿨톤, 블랙헤드, 민감성",,은은한 복숭아 향이 너무 너무 좋고 약간 묽은 제형이라서 발림성도 좋아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.26,5점,,,순하고 보습잘되서 꾸준히 이용중이에요순하고 보습잘되서 꾸준히 이용중이에요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.26,5점,"잡티, 트러블",한달이상사용,"세럼 필요해서 샀었는데 잘 썼어요
촉촉하고 바르고 나면 피부가 깨끗해지는 기분"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.25,5점,,한달이상사용,이거 바르고 화장하면 피부 화장이 잘먹어요!! 자극없이 순해서 좋아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.24,4점,"지성, 여름쿨톤, 각질, 블랙헤드",,항상 올리브영 잘 사용하고 있어요. 한 달 사용해 보고 좋은지 알 수 있을 것 같아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.20,5점,,,고딩 딸아이가 써보고 싶다해서 올.영 매장 갔을때 구매해줬네여~ 촉촉하니 좋데요~
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.18,5점,,,화잘먹 세럼 하얘지는 건 솔직히 모르겟슴... 아누아 걍 화잘먹 제품에 집중하세요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.16,4점,,한달이상사용,보습도 잘 되고 화장 전에 바르면 화장도 잘 먹어서 좋아요 피부톤도 조금 밝아진 것 같아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.16,5점,,,"친구가 추천해줘서 구매했었는데, 역시 좋네요~~!! 세일할 때 저렴하게 샀어요!!"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.13,5점,"민감성, 여름쿨톤, 미백, 트러블",,역시 아누아가 저는 잘 맞아요!! 복합성이라 보습력도 좀 있어야되는데 보급도 잘되고 순해서 거의 4통째? 쓰는거 같아요! 처음에 미백 효과 기대하고 샀는데 조금 하얘진거 같기도 하고…?? 절 모르겠어요ㅋㅋㅎ
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.10,5점,,"한달이상사용, 재구매","내 피부도 상큼 😁
미백효과는 솔직히 잘 모르겠구
발림성 부드럽고 사용함에 있어서 불편함은 없어요"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.10,5점,,한달이상사용,얼굴이 쫀득쫀득해져서 피부화장이 엄청 잘 먹어요 가벼워서 바르기 좋아여
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.07,5점,,한달이상사용,"처음엔 그냥 괜찮다 싶었는데, 한 달 정도 지나니까 점점 좋아졌어요. 매일 쓰기 편하고, 꾸준히 사용할수록 안정감이 느껴져요."
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.07,5점,,한달이상사용,피부가 한결 건강해진 느낌이에요. 생기가 생겼어요 추천 드려요 ㅎㅎ!!
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.05,5점,,,보들보들하게 피부를 만들어져서 좋아요 무조건 하루에 한번은 꼭 바르고 있습니다
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.03,3점,,한달이상사용,자극없이 순하고 촉촉한데 톤업.? 잡티.? 그런건 효과를 딱히 못 본거 같아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.11.01,5점,,한달이상사용,복숭아 마스크 러버여서 .. 구매해봤는데 마스크가 더 효과가 좋은듯합니다
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.29,5점,,한달이상사용,음…전 피부가 좋은 편이라 효과를 잘 모르겠어요 어떤 기초 제품을 발라도 큰 효과를 못 보네요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.27,5점,,한달이상사용,가벼운 제형이라 가을 겨울에 쓰면 건조할꺼 같아요! 봄 여름에 좋을듯! 이거 쓰고 피부가 맑아졌어요!! 극 건성분들은 봄 여름 아침에 스킨 바르고 앰플을 이것으로 발라주면 좋을꺼 같아요! 가을 겨울은 비추ㅠㅠ
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.27,5점,,한달이상사용,솔직히 드라마틱한 혀과는 모르겠구 그냥저냥 씅만한 것 가타요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.24,3점,"지성, 가을웜톤, 각질, 블랙헤드",한달이상사용,미묘하네... 원래 다른 기기로 썼었어서 그땐 몰랐는데 손으로 바르니까 찐덕함
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.23,4점,,,미백효과는 못 본 것 같아요 그래도 무난하게 쓰기 나쁘지않아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.22,3점,"복합성, 여름쿨톤, 각질, 트러블",한달이상사용,"효과를 진자 모르게성요
뭐가변화된건지모르겟어서
걍화장하기전기초할때쓰고있떠용
뭐가나진않음"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.21,4점,,,미백에는 잘 모르겠고 보습에는 좋은것 같아요.아누아는 다 보습에 좋은것 같아요
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.19,4점,"지성, 여름쿨톤, 잡티, 블랙헤드",한달이상사용,요철은 잘 모르갰다만 민감성 피부로 요거 계속 쓸때마다 자꾸 뭐가 올라와서 손이 잘 안감
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.17,5점,,한달이상사용,"이건 처음 쓸때부터 좋은데
여전히 좋아요 미백은 잘 모르겠는데
피부가 부들부들"
복숭아 나이아신아마이드 세럼 30mL,세럼,27000,2025.10.12,3점,,,미백이나 그런건 잘 모르겠고 휘뚤마뚤 바름..근데 묘하게 겉도는 느낌이 약간 있음 걍 제가 예민해서 그럴수도..
