제품이름,product_type,가격,날짜,별점,스킨타입,태그,리뷰내용
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.10.09,5점,,한달이상사용,모르겟어요 약국템이라 해서 삿는데 효과 못 보고 오히려 더 난 것 같아요ㅠㅠ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.10.09,5점,,,듬뿍 바르고 자고 일어나면 피부가 좋아지는 게 느껴져요. 추천합니다.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.10.09,5점,,,제형이 가벼운데 붉은기에 좋은것같아요 ㅎㅎ 나쁘지 않아서 데일리로 잘쓸듯요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.10.09,5점,,,아비브꺼랑 같이 썼는데 이거 크림이로 쓰기엔 좋은 거 같아여!!! 피부진정에 도움 됐어용
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.10.09,5점,,한달이상사용,좋아요 광고만큼은 아닌 것 같긴 한데 일단 더 꾸준히 써봐야 알 것 같아요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.10.08,5점,,재구매,솔직히 리뷰에 못미더웠는데 이미 한통을 빠르게 비우고 다시 샀음 애기피부 만들러갑니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.10.08,4점,,,여드름 착색된 곳에 바르고 있어요 드라마틱한 효과는 없지만 조금씩 개선되고 있어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.27,5점,,한달이상사용,진정에 좋지먼 수분감이 부족해서 다릉 거랑 같이 써야할 거 같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.27,5점,,"한달이상사용, 재구매",순하고 자극에 진정되는 데에 좋은 거 같아요 수분감은 부족해서 다른 거랑 같이 써야해요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.26,5점,,한달이상사용,트러블용으로 구매했습니다. 가끔 트러블 날 때 발라 주는데 나쁘지 않아요.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.26,5점,,한달이상사용,트러블이 난 곳에 바르면 가라앉고 좁쌀에도 효과가 있다는 말들을 봐서 발라봤는데 괜찮은 것 같아요 한 통 다 썼는데 또 사서 꾸준히 써보려구요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.26,5점,,,"피부 예민한편인데 자극 없이 순하고 좋아요!
깔끔하게 잘 발려요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.26,5점,,한달이상사용,"한달정도 일주일에 4-5번 정도 사용했는데 정말 피부 많이 괜찮아 졌습니다
약국 연고 같은 느낌이고 진정에 좋은 것 같습니다"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.25,5점,"복합성, 봄웜톤, 트러블, 민감성",,트러블이나 염증이 올라왔을 때 도톰하게 얹어 두고 자면 조금은 가라앉는 거 같아요. 이걸로도 안 되면 후시딘바르긴 합니다.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.25,5점,,한달이상사용,광고보고 샀ㅇ어여 효과가 잇긴한데 막ㄱ 광고처럼은 아닌드세
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.25,4점,,,아직 한번 써봐서 효과가 좋은지는 모르겠지만 일단 좁쌀 여드름은 좀 줄어든 것 같아요. 일단 꾸준히 사용해보려고요.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.25,5점,,,와 진짜 진정에 이만한 효과 본게 없어요 또 살거같아요 진짜 좋아오
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.25,5점,,,여드름성피부인 동생한테 사줫더니 좋다고 또사달라네옄ㅋㅋ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.25,4점,,,순하긴한대 아직 효과는 모르겠어요 사춘기아들 여드름이심해 구매했는데 지금 두통째인데 기가막힌 결과는 모르겠네요 더 발라바야하는지 용량이 작어서 거의 다썼는데 또사야하나 고민중 ...
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.25,5점,,재구매,건성분들은 완전 ㅊㅊ해영 지성분들은 사바사이구요 이거 바르면 보습도 되면서 흔적도 지워진다능..😽
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.23,5점,,,동생이 사춘기 여드름 피부여서 ㅜㅜ 고민이 많은데 매장 직원분이 추천해 주셔서 샀대요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.23,5점,,,붉게 올라온 부위나 진정시키고 싶은 부위에 발라봤는데 좋은 듯
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.22,5점,,"한달이상사용, 재구매",하도 광고에서 많이 보이길래 피부가 고민이라 사봤는데 한통정도 비우니까 효과가 보이는 거 같아여!! 기초할 때 엠플이나 세럼이랑 섞어서 발라주고 스킨케어 다 하고 난 뒤에 더 신경 쓰이는 곳에 듬뿍 올려두고 자니까 트러블 크기도 줄어들고 붉은기도 좀 잡히는 거 같아요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.22,4점,,재구매,"중학생아들이사용합니다
나름괜찮은가봐요~~~~~~~~"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.22,5점,,,"조금 진정이 되는 거 같기는 한데 드라마틱한 효과는 없어요.
바르면 끈적 버들거림 있고요."
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.22,5점,"복합성, 여름쿨톤, 미백, 트러블",,연고같아서 연고처럼 막 찢어줘서.. 이점 개선해줬음하고 말곤 무난했어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.21,3점,,,완전 드라마틱한 효과를 바라신다면 굳이인데 그냥 어느정도의 진정을 원하시면 한번 사용해 보셔도 좋을 거 같아요!!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.21,3점,,,"붉은기 있는 곳에 발랐는데 눈에 띄는 즉각적 효과는 없어요..
연고 같은 제형치고는 흡수가 빠른 편입니다."
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.14,4점,,,광고가 하도 많아서 이번에 샀는데 수분감도 느껴지고 뭔가 연고를 바른다는 느낌이여서 보습감도 느껴지는 것 같아요 그리고 저한테는 막 가벼운 느낌은 아니라서 밤에만 듬뿍 사용했어요! 그리고 뭔가 진짜 이 제품을 사용하니까 트러블이 덜 나는 것 같기도 하고요 ㅋㅋ 그래서 이번에 한 통 더 구매했습니당
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.13,5점,,,일단 자극은 없었오요 생각보다 라이트한 제형이였고 진정효과는 잘 모르겟어유
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.13,5점,,,남자친구 선물ㄹㅎ 사줬는데~~효과가 좋으면 좋겠네요:)
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.13,4점,"트러블성, 여름쿨톤, 잡티, 트러블",한달이상사용,"딱히 효과는 못 봤던 제품입니당
보습은 조아요
딱히 트러블 관리는 안 됐던 것 가틈"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,3점,,,바이럴 제품인지 모르고 산 건데 너무 기대한 건지 효과가 엄청나진 않았어요! 그치만 피부 진정에 도움이 조금은 된 것 같아요 근데 저 양이 저 가격.. 허허 좀 에바스럽긴 했슴미다아 굳이 추천드리진 않을 것 같아요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,5점,,,트러블 올라왔을 때 발라주면 진정이 되어서 좋아요 기초 다 흡수 하고 바르세용
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,5점,,한달이상사용,"항상 재구매 입니다!!~
좋아요~~
다음에 또 사러 올께요!!"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,5점,,,하ㅠㅠㅠ건성들은 꼭 사세요 속보습도 채워주면서 얼굴은 밝혀주고 요물이에요 하지만 지성분들은 ㅊㅊ 노노
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,5점,"트러블성, 겨울쿨톤, 잡티, 미백",한달이상사용,이거계속사달라그래서사줫어여무난하고좋은것같애여굿
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,3점,,한달이상사용,너무 자극도 강하고….별루에요 피부장벽만 약해졌어요 비추합니다 인스타에선 약국크림이라고 광고하던데 약국에 애초에 팔지를 않는데뭔 피부결은 맨들맨들해지긴해오
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,5점,,,"여드름이 심한 피부로서, 인스타 광고로 접해서 궁금해서 구매했는데 정말 여드름 진정에도 효과를 보고 꾸덕한 스팟크림으로 수분감도 가득하고 좋았어요! 재구매 할 생각도 있습니다."
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.12,5점,,한달이상사용,처음엔 우연인지 요철에 효과를 좀 봤어요! 그래서 재구매합니다ㅎㅎ 용량 깡패이지만 전 그냥 얼굴 전체에 발라요~
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.11,5점,,한달이상사용,그냥 무난했어요 피부가 막 나빠지지도 않고 그렇다고 막 좋아지지도 않고! 쏘쏘한 제품이었습니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.11,5점,,재구매,피부가 많이 예민한 편인데 순하고 너무 잘 맞아서 두통째 쓰는 중입니다 !
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.11,5점,,,아직 몇일 사용하지 않아서 꾸준히 써봐야될거같아요 아직까진 트러블이 나거나 하진 않았어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.11,5점,,,"진정에 좋은 크림들이 시중에 너무나도 많죠.
저도 다양한 제품들을 사용하다가 이번에 갑자기 피부가 뒤집어져서 급하게 찾던 중 아누아 제품을 처음 사용해보게 되었어요

가격대비 막 사용하기에도 좋았고 저는 오히려
튜브타입으로 되어있어서 마무리로 크림을 사용하기에 더욱 좋았던 것 같아요.

그런데 광고하는 것처럼 막 드라마틱하게 피부가 개선되지는 않았지만 확실한건 피부 진정엔 효과적이였던 것 같아요.
트러블보다는 붉은기 진정에 더 좋은 것 같아요."
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.10,5점,"건성, 봄웜톤, 잡티, 트러블",한달이상사용,초반엔 데일리로 계속 쓰니 엄청 훅 좋아졌는데 가면 갈수록 좋아지는지 못 느끼게 됐고 또 오히려 기름져서 작은 트러블이 올라올 때도 있었어요 그래서 지금은 중단한 상태구 가끔 긴급용으로 쓰는게 딱 좋을듯요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.10,5점,,한달이상사용,"첨에 여드름심해서 듬뿍발랏어요
소량으로 부위에 바르는것 추천합니다"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.10,5점,"건성, 트러블, 블랙헤드",,효과가 드라마틱하지는 않은데 붉은기 가라앉히는데는 도움이 되는 것 같아요 장기간 사용해야 효과가 보이네요 완전 클린해지지는 않고 흉터가 남아서 흉터제거에는 따로 다른 제품 사용하고 있습니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.10,5점,,재구매,이거쓰고 피부 진짜 개좋아짐ㅠㅠㅠㅠ 제발 사세요 저는 세통째 쓰는즁
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.10,5점,,,광고에 엄청 뜨더라고여.. 진짜 간절해서 속는셈치고 사봣움 꾸준히 써볼려고여
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.09,5점,,한달이상사용,"올 여름에 잘 사용했어요
트러블 진정에 도움이 많이 되요
그리고 바르고 나서부터는 트러블이 잘 안생기는거 같아요
아침 저녁으로 꾸준히 발라주니까 잘 안생겨요
앞으로도 계속 꾸준히 바르려고요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.09,4점,"복합성, 여름쿨톤, 블랙헤드, 모공",재구매,"저는 T존이 지성, 양 볼이 수부지, 입 주변은 건성인 복합성이에요 ㅠㅠ
제가 사용한 방법은 얼굴 전체적으로 발라준 다음 뾰루지나거나 진정이 필요한 부분에 듬뿍 얻고 자는데요 사실 효과를 본 날도 있고 보지못한날도 있어서 조금 더 사용해봐여할 것 같아요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.09,5점,,,"고등학생아들 갑자기 여드름이 심해져서 후기 꼼꼼히읽고 구입해보았습니다
화농성여드름에 직빵 효과가있는건 잘 모르겠는데
붉은자국같은거나 좁쌀여드름에는 효과가 좋은것같습니다"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.08,4점,"복합성, 겨울쿨톤, 잡티, 미백",한달이상사용,사실 광고만큼의 효과는 없는 것 같아요 그런데 흔적 케어 용으로 착색 부위에 도톰하게 올려놓으면 조금 개선되는 효과는 있어요 딱 히 안 좋은 점은 없어서 앞으로도 구매할 것 같아요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.08,5점,"복합성, 미백, 모공",,염증성 여드름 올라올땨 쓰기 좋은거 같아요! 기분상 좀 가라앉는 느낌?.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.08,5점,,,아이가 여드름피부라 인스타 광고에서 보고 사달라고 하더라구요. 저도 찾아보니 괜찮은 것 같아서 구매해봤는데 피부가 좀 진정됐음 좋겠습니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.08,5점,,재구매,이거바르면 여드름 진정에도 도움을 주고 만족스러운 제품입니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.08,4점,,한달이상사용,딸아이랑 꾸준히 사용중 팍 좋은효과는 아니지만 관리차원에서는 하나 구비해 두면 좋아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.08,4점,,,인스타 바이럴 보고 일단 속는셈치고 사봤습니다 한번 써볼게요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.08,4점,,,새로 나온 상품인데 피부에 좋을 것 같아서 구매했습니다 기대 돼요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.07,5점,,,우선 쓴지 얼마 안되긴 했는데 순해서 여드름이 안올라옴!! 계속 꾸준히 쓰고 있응께 한달리뷰로 후기 남기겠슴
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.07,4점,,재구매,턱쪽에 트러블이 자주 생겨서 3개째 꾸준히 사용하고 있는데...눈에 띄게 좋아지진않네요 ㅠㅠ용량이 작아서 아쉽 ㅠ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.07,2점,,,바이럴템 ㅉㅉ 사람마다 다르겠지만 저한테 효과없었음 하 짜증남 ㄹㅇ 저한테만 그런건진 모르겠지만 효과가 안나타나고 아침에 세수할때 잘 안지워지는거같음ㅠ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.07,3점,,,잘 모르겟어요ㅠㅠㅠ 처음 사용하고 나서 피부 뒤집어질 것 같아서 가끔씩 썻는데 효과 못 본 것 같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.07,4점,,,"아이가 사달라고해서 주문했습니다.
어제 배송받고 한번 써봐서 아직 효과는 잘 모르겠는데 계속 쓰면 효과가 있겠지요
꾸존히 써보려고합니다^^"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.07,5점,,,이거 진짜 좋음. 자고 일어나면 인중이나 이마에 조그만 여드름같은거 올라오는데 자기전에 이거 면봉으로 두께있게 펴발라주고 자면 다음날에 그냥 사라짐.. 좀 심한 여드름도 두껍게 펴발라서 자고 일어나면 진정된게 한눈에 보일정도임. 이거 덕분에 지금 피부 겁나 좋아져서 화장할때 겁나 쾌감임
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.07,5점,,재구매,"너무좋아요
진짜 3통째 쓰고있는데
떨어질때쯤되면 계속 재구매하게되네요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,4점,,한달이상사용,생각보다 그렇게 큰 효과를 본 것 같지는 않지만 수분크림 바르고 위에 보습 추가로 해줄때 쓰기 좋아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,5점,,한달이상사용,광고에 혹해서 구매했는데 결과적으론 만족하는 제품입니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,5점,,한달이상사용,광고에서 보던대로 진정 잘 되고 조은 것 같음 꾸준히 많이 바르면 효과 좋은 것 같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,5점,"민감성, 웜톤, 잡티, 트러블",,"한 줄 리뷰평✨🌟🌟
좋으면 나중에 수정해서 글 쓸게요~"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,5점,,한달이상사용,진정도 되는데 붉은기도 엉첨 많이 사라진 기분입니다!! 넘 좋앙ㅅㅇ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,5점,,한달이상사용,여드름 흉터랑 좁쌀에는 소용이 없어요! 근데 묘하게 바를 수록 피부가 맨들맨들해져서 바르고있습니당
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,5점,,한달이상사용,여드름 스팟케어에 조아요 진짜 추천 추천 꼭 한번 써보세요 ㅎ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.06,5점,,"한달이상사용, 재구매",아누아 성분 좋기로 유명한데 스팟제품도 역시 조으네요 ㅎㅎ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.05,4점,,한달이상사용,광고처럼 스르륵 사라지진 않음. 맨첨에 썼을 때 너무 훅 들어가서 와 ㅁㅊㄴ이네 생각했지만 1-2주 정도 쓰니 내성 생겼는지 여드름이 안 진정됨. 그리고 여드름 난 부분에 두껍게 바르고 자고 일어나면 너무 기름짐. 그래서 좀 간격 두고 사용하기 ㅊㅊ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.05,5점,"복합성, 봄웜톤, 잡티, 각질",한달이상사용,"벌써 3통째 사용했고 2통 더 구매했어요
반심반의 하면서 첫 통 썼을때 다음날 바로 효과가 나타나서 솔직히 놀랐는데, 뻘겋고 터진 곳에 바르면 확실히 다음날부터 바를때까지 가라앉는게 보여요
좁쌀 같은 곳 에는 효과 없구요 터트리거나 빨갛게 무르익으면 좋아져요
단점이있다면 용기 좀 부드러운 튜브형으로 바꿔줬으면 좋겠어요 마지막 짤때 너무 힘들어요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.05,3점,,한달이상사용,유분감이 좀 있어서 지성에겐 별로 추천 안합니다 그래도 참을 만은 행ㅅ 바르고 자면 다음날에 좀 진정되어있고 작은거는 사라지기도 합니다 추천
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.05,3점,,한달이상사용,좋음 근데 꾸준히 2-3통은 발라야 할 것 같아요 효과는 그저 그럼
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.05,5점,,,아직 트러블에 직접적으로 효과는 모르겠는데 아누아 어성초 라인이 저한테 잘 맞아서 믿고 씁니다! 자극없이 순하고 유분기 없이 촉촉해서 수부지 피부에 좋아여
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,,,원래 공홈에서 구매했었는데 귀찮아서 올영으로 재구매해요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,,,피부가 엄청 예민한데 바르고 뒤집어지고 그런건 없었어요! 촉촉해요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,,재구매,이거 진짜. ㄹㅈㄷ 요물 !!! 올라오려는 녀석한테 며칠 발라주면 싸악 가라앉아요 이거 바른 뒤로 새로 올라오는 녀석도 없어서 참 좋습니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,"지성, 여름쿨톤, 잡티, 미백",,스팟케어용 정확히는 압출 후 케어용으로 사봤는데요 저렴한 편도 아닌 게 효과도 딱히 없네요ㅜㅜ 튜브가 아니고 이걸 머라 하지 짜기도 쉽지 않은 재질이라 추천은 안 합니다! 다이소에 해서린 스팟 연고 좋다길래 그거 사보려구요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,,,"진정 시카성분이 진짜 듬뿍 응축된 크림이란 느낌이들어요!! 바를때 쿨링감, 시간지나 보습감 모두 좋은 제품!!!"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,,,부작용도 없고 듬뿍 바르고 자면 진정되는게 느껴져요~ 꾸준히 사용해보려구요ㅎㅎ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,,한달이상사용,동생이 사달라해서 사줬는데 좋긴 좋은가봐요. 나한테 개큰추천하고감.. 근데 그거 내 돈이잔아.. 트러블 엄청 잘 내려가고 피부 되게 금방 좋아지는거 같대요.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,5점,,,얼굴 전체에 바르기에는 너무 어까울 것 같고 아직 안써봤는데 붉은 잡티들이 다 사라졌으면 좋겠습니다..🙏
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.04,1점,,,그냥 사지마세요… 광고에 떠서 폼클렌징이랑 같이 주문했는데 효과 ㅈㄴ 없어요 ㅎ 조금 무거운 제형이고 지성이신 분들은 유분기 좀 있을 거 같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.03,5점,,,"엥 사바사 라고 하는데 전 진짜 개 좋아요 이마 쪽에 특히
그날 전에는 좁쌀 엄청 올라오는데 바르고 자면 다음날 기름기가 범벅이지만 잠 푹~잔거 같은 반들함? 이고 좁쌀도 진짜 많이 안 나요 재구매 무조건임 ㅜ"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.11.02,5점,,한달이상사용,트러블흔적에 효과있는 것 같아요. 1달 정도 발랐더니 흔적이 좀 옅어졌어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.03,4점,,,순하고 단시간 진정 시켜주고 끈적임은 있지만 효과는 좋아요 3일차 부터 효과가 나타나요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.03,4점,,한달이상사용,피부 압출한날이나 흉터에 발라주먄 다른 연고보다 진정이 빨라여
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.02,5점,,한달이상사용,피부에 여드름이라기엔 더 까다로운? 뾰루지들에 좋은거같어요 저는 피부 뒤집어졌을 때 얘를 진짜 드으음뿍 바르고 자요 그러면 다음날에 한결 낫더라구요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.02,5점,,,바르고 나면 약간 유분? 기름기?가 남아요ㅠ 광고만큼 좋은지는 모르겠어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.02,5점,,재구매,"항상 재구매 입니다!!~
좋아요~~
다음에 또 사러 올께요~~"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.02,5점,,,"아들이 인스타 보고 여드름에 좋다해서 구매해봤네요
효과 있었음 좋겠어요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,5점,,,연고 아주 잘쓰고있습니다 효과직빵입니다 여러분도 구매해서 쓰십쇼
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,5점,,,여드름 많이 난 딸 위해서 주문했는데 효과있길~ 아는동생써보고 효과좋다네요.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,4점,,한달이상사용,인스타에 광고로 너무 많이 떠서 써좠는데 그냥저냥 그래여 ㅠㅠ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,5점,,,제 인생 크림… 틱톡 광고 보고 속은셈치고 샀는데 ㄹㅈㄷ 화농성에 두껍게 올리고 자묜 담날 다 없어짐
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,5점,,재구매,진짜 처음에는 효과를 잘 몰랐는데 쓰다가 안쓰면 효과가 느껴져서 없어지면 바로 사요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,5점,,한달이상사용,사촌동생이 여드름 흔적이 고민이라해서 같이 사버ㅏㅆ습니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,5점,"복합성, 웜톤, 트러블, 모공","한달이상사용, 재구매",광고처럼 여드름 피부가 꺠끗하게 되진 않지만 붉은기가 가라앉긴 해요. 확실히 사용하기 전이랑 후가 차이가 나서 요즘 항상 쓰고 있어요!!!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,4점,,,어성초가 여드름에 좋다고해서 정착해보려고 구매했는대 너무너무 좋아요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,2점,,,"광고따라 샀더니 다들 자기가 어성초에 잘맞는지 보고 사세유... 얼굴후끈하고 뒤집어지고 간지럽고 난리났어요...ㅎㅎ
그치만 친구는 잘 맞다고 하더라구요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2025.09.01,5점,,,"[2달 사용 후기]
리뷰 잘 안쓰는데 저는 정말 레전드 효과를 봐서 다시 사려고 들어왔다가 안좋은 리뷰가 넘 많아 리뷰남겨요

-구매동기
제가 성인이 되고 2-3년전부터 갑자기 학생때도 안나던 여드름이
생겨서 안없어지더니 완전히 피부가 여드름 피부로 바뀐거에요..

특히 이마에 괴물같이 가로로 쭈루룩 큰 여드름이 크고 딱딱하게 여러개 생겨서 화장으로 커버도 안되고..
약국에서 여드름 연고 종류별로 다 써 보았지만 하나 없어지면 없어질때쯤 옆에 하나올라오고 그러더라고요..?
게다가 양도 엄청 조금인데 가격은또 비싸서 부담스럽고,,
의료용 바늘로 짜보기도 했는데 깊게찔러서 흉진것도 있고
출근하면 사람들이 놀라면서 여드름이 점점 심해진다고 하는데
진짜 스트레스였어요ㅜㅜ

뭘해도 안없어 지길래 생각해낸게 3년전엔 피부가 막 좋은건 아니여도 여드름이 하나도 없었거든요. 그래서 그때 쓰던 스킨케어 제품으로 싹 풀체인지 해야겠다고 큰맘 먹고 올영 앱에 들어왔어요.

그때 아누아 어성초80 앰플을 주변에 추천하고 선물할 정도로 엄청 애정했어서 앰플을 구매하려고 아누아에 들어왔다가 스팟크림이 출시된걸보고 믿고 질렀어요

-리얼후기
1일차 사용후기.. 낮에도 발라도 되고, 밤엔 연고처럼 두껍게 발라주면 된다라고 써있었던거같아요(원래 설명서같은거 잘안봄)

그래서 낮에 택배오자마자 전체적으로 살살 발라주고, 밤에 자기전에 연고처럼 여드름에만 좀 두껍게 발라줬어요 아까워서 듬뿍은 자제했어요 항상
자고 일어났더니 기분탓인지 뭔가 부담스럽게 크던 여드름들이 가라앉은느낌..? 그리고 여드름이 숙성이 될락 말락 하던것은 숙성이 됐더라고요! 터지고나서 빨갰던 여드름은 아물것같이 피부가 쪼그라들었구요.

스킨케어 풀체인지 해서 그렇구나 ~ 했는데
꾸준히 두달동안 써보니 가끔 호르몬이나 환경적인 요인으로 인해서만 여드름이 생기고요,,

아까워서 가끔 여드름 생겼을때나 생길거 같을때만 발라줬는데
그럴때 마다 여드름 성장이 진짜 멈춰요

거짓말안치고 여드름 완전 사라졌어요
이렇게 매끈한 제 마빡 정말 오랜만에 봐요ㅠㅠㅠㅠ
심지어 볼에 있던 멍같은 여드름 흉터도 사라졌어요..
어느날 거울을 봤는데 흉터가 옅어지는거 같은거에요
그래서 흉터에도 두껍게 발라줬거든요!
그랬더니 여드름 흉터도 .. 사라지는..... ㄹㅇ 스팟크림..
약국연고보다 낫다..!!

저도 구매 후에 SNS에서 광고로 이게 뜨는걸 봤었는데 SNS광고는 거르거든요..
그래서 SNS광고에 이게 뜨는게 좀 아쉽더라고요..
이미지 흐리는 느낌이라서ㅠㅠ

암튼 저는 다시 구매할거에요!
아쉬운점이 있다면 튜브 제질..ㅠ 싹싹 비워 쓰기 어려워욥 ㅠ"
