리뷰ID,제품군,제품명,날짜,가격,스킨타입,태그,대분류,소분류,정보밀도(대분류수),별점,긍부정,감성점수,매칭키워드,추출문장,clean_text,리뷰_평균점수,전체_매칭키워드
SH_251125_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.11.25,27500,"건성, 여름쿨톤, 미백, 탄력",,구매 가치/편의,가성비/가격,1,4점,긍정,1,대용량,건성한텐 좋아요 사진은 대용량50ml샀다가 리필 채운거에요,수분세럼으론 좋지만 pdrn 100ppm 들어가있어요 0.01임 과장광고 개쩜 바르는 리쥬란이니 뭐니 말도안되는 소리 그만하시구연 기능성 생각하고 사면 걍 원효대사 해골물 되는거여 그냥 수분세럼용으로 매일 쓰는데 쫀쫜한 느낌이 있어서 건성한텐 좋아요 사진은 대용량50ml샀다가 리필 채운거에요,1.0,대용량
SH_251201_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,"건성, 쿨톤, 잡티, 트러블",,피부 자극,"순함/저자극, 자극/부작용",1,5점,긍정,3,"순해, 자극, 자극없",자극없이 순해서 좋아요 계속 쓰고 있습니다,자극없이 순해서 좋아요 계속 쓰고 있습니다! 짱짱,3.0,"순해, 자극, 자극없"
SH_251201_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,재구매,피부 고민 해결,미백/광채,2,5점,보통,0,칙칙,안바르면 칙칙해보이고,사용해보고 너무 조아서 딱 떨어질 타이밍에 또 한번 주문해서 사용하고 있어요 바를때는 잘몰랐는데 안바르면 칙칙해보이고 어두워 보이고 효과가 아주 좋았던 화장품이예요 그래서 재주문해서 잘쓰고있어요,2.5,"칙칙, 화장"
SH_251201_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,재구매,구매 가치/편의,상황/편의,2,5점,긍정,5,화장,효과가 아주 좋았던 화장품이예요 그래서,사용해보고 너무 조아서 딱 떨어질 타이밍에 또 한번 주문해서 사용하고 있어요 바를때는 잘몰랐는데 안바르면 칙칙해보이고 어두워 보이고 효과가 아주 좋았던 화장품이예요 그래서 재주문해서 잘쓰고있어요,2.5,"칙칙, 화장"
SH_251201_003,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,,수분/유분 밸런스,보습/속건조,1,5점,긍정,1,촉촉,촉촉하네요 재주문 할께요,광고가 너무 뜨길래 얼마나 좋을까 하고 주문했는데 너무 잘산거 같아요 너무순하고 촉촉하네요 재주문 할께요,1.0,촉촉
SH_251201_004,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,"한달이상사용, 재구매",구매 가치/편의,가성비/가격,1,5점,긍정,3,"가격, 착한",좋아요 속수분을 채워주는 느낌이라 좋아요 가격도 이정도면 진짜 착한것,좋아요 속수분을 채워주는 느낌이라 좋아요 가격도 이정도면 진짜 착한것,3.0,"가격, 착한"
SH_251201_005,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,한달이상사용,"수분/유분 밸런스, 제형/사용감","보습/속건조, 흡수/발림성",2,3점,보통,0,"건조, 묽은, 속건조, 제형",엄청 묽은 제형에 비해 마무리감은 무거움 한 번에 속건조가 해결되는 것도 아닌데,엄청 묽은 제형에 비해 마무리감은 무거움 한 번에 속건조가 해결되는 것도 아닌데 그렇다고 덧바르기엔 유분이 겉돌아서 부담스러움 . 피디알엔 히알루론산 세럼인데 정작 피디알엔은 개미똥만큼 들어있고 히알루론 세럼은 이미 훨씬 좋은 게 널렷는디 이 세럼의 추구미가 대체 먼지 모르겟슨,0.0,"건조, 묽은, 속건조, 유분, 제형"
SH_251201_005,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,한달이상사용,수분/유분 밸런스,유분/피지,2,3점,보통,0,유분,덧바르기엔 유분이 겉돌아서,엄청 묽은 제형에 비해 마무리감은 무거움 한 번에 속건조가 해결되는 것도 아닌데 그렇다고 덧바르기엔 유분이 겉돌아서 부담스러움 . 피디알엔 히알루론산 세럼인데 정작 피디알엔은 개미똥만큼 들어있고 히알루론 세럼은 이미 훨씬 좋은 게 널렷는디 이 세럼의 추구미가 대체 먼지 모르겟슨,0.0,"건조, 묽은, 속건조, 유분, 제형"
SH_251201_006,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,"복합성, 웜톤, 미백, 주름",한달이상사용,구매 가치/편의,추천/재구매,1,5점,긍정,4,재구매,정말 잘 사용하고있는 제품이에요 다쓰면 또 재구매예정템입니다,한달동안 사용하고있는데 정말 잘 사용하고있는 제품이에요 다쓰면 또 재구매예정템입니다,4.0,재구매
SH_251201_007,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,한달이상사용,"구매 가치/편의, 피부 자극","상황/편의, 순함/저자극",3,5점,부정,-1,"민감, 순한, 안심, 화장","좋네요 일단 제 피부타입은 수분부족형 지성피부이고, 민감성이라 화장품 아무거나 못써요순한 성분이 들어간 제품은 제 피부에 잘 맞는 편이라 안심하고","한달 이상 사용후기 올려요아누아 세럼은 처음 써보는데 좋네요 일단 제 피부타입은 수분부족형 지성피부이고, 민감성이라 화장품 아무거나 못써요순한 성분이 들어간 제품은 제 피부에 잘 맞는 편이라 안심하고 써요아누아 마스크 시트팩도 잘 맞아서 가끔 사서 쓰곤 했답니다 이번에 세일해서 사게되었고,세럼이 듬뿍 있는 점이 좋았어요 피부관리 제대로 하는 기분이라 좋았고,세럼 바르면 피부가 촉촉해지고 미리 쟁여둔 마스크팩 마스크시트로 수딩효과까지 있어서 매우 잘 사용했습니다 시트팩은 보통 주1회정도 하는 편인데, 민감할때는 더 자주 사용하기도 해요세럼이랑 마스크팩 둘다 쓰기 좋아서 다음번에도 재구매 할 의향 충분히 있습니다부작용없이 잘쓰고 있어요",1.2,"민감, 세일, 순한, 안심, 재구매, 촉촉, 향, 화장"
SH_251201_007,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,한달이상사용,구매 가치/편의,가성비/가격,3,5점,보통,0,세일,쓰곤 했답니다 이번에 세일해서,"한달 이상 사용후기 올려요아누아 세럼은 처음 써보는데 좋네요 일단 제 피부타입은 수분부족형 지성피부이고, 민감성이라 화장품 아무거나 못써요순한 성분이 들어간 제품은 제 피부에 잘 맞는 편이라 안심하고 써요아누아 마스크 시트팩도 잘 맞아서 가끔 사서 쓰곤 했답니다 이번에 세일해서 사게되었고,세럼이 듬뿍 있는 점이 좋았어요 피부관리 제대로 하는 기분이라 좋았고,세럼 바르면 피부가 촉촉해지고 미리 쟁여둔 마스크팩 마스크시트로 수딩효과까지 있어서 매우 잘 사용했습니다 시트팩은 보통 주1회정도 하는 편인데, 민감할때는 더 자주 사용하기도 해요세럼이랑 마스크팩 둘다 쓰기 좋아서 다음번에도 재구매 할 의향 충분히 있습니다부작용없이 잘쓰고 있어요",1.2,"민감, 세일, 순한, 안심, 재구매, 촉촉, 향, 화장"
SH_251201_007,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,한달이상사용,수분/유분 밸런스,보습/속건조,3,5점,긍정,2,촉촉,"사게되었고,세럼이 듬뿍 있는 점이 좋았어요 피부관리 제대로 하는 기분이라 좋았고,세럼 바르면 피부가 촉촉해지고","한달 이상 사용후기 올려요아누아 세럼은 처음 써보는데 좋네요 일단 제 피부타입은 수분부족형 지성피부이고, 민감성이라 화장품 아무거나 못써요순한 성분이 들어간 제품은 제 피부에 잘 맞는 편이라 안심하고 써요아누아 마스크 시트팩도 잘 맞아서 가끔 사서 쓰곤 했답니다 이번에 세일해서 사게되었고,세럼이 듬뿍 있는 점이 좋았어요 피부관리 제대로 하는 기분이라 좋았고,세럼 바르면 피부가 촉촉해지고 미리 쟁여둔 마스크팩 마스크시트로 수딩효과까지 있어서 매우 잘 사용했습니다 시트팩은 보통 주1회정도 하는 편인데, 민감할때는 더 자주 사용하기도 해요세럼이랑 마스크팩 둘다 쓰기 좋아서 다음번에도 재구매 할 의향 충분히 있습니다부작용없이 잘쓰고 있어요",1.2,"민감, 세일, 순한, 안심, 재구매, 촉촉, 향, 화장"
SH_251201_007,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,한달이상사용,피부 자극,순함/저자극,3,5점,긍정,2,민감,"매우 잘 사용했습니다 시트팩은 보통 주1회정도 하는 편인데, 민감할때는 더 자주 사용하기도 해요세럼이랑 마스크팩 둘다 쓰기 좋아서","한달 이상 사용후기 올려요아누아 세럼은 처음 써보는데 좋네요 일단 제 피부타입은 수분부족형 지성피부이고, 민감성이라 화장품 아무거나 못써요순한 성분이 들어간 제품은 제 피부에 잘 맞는 편이라 안심하고 써요아누아 마스크 시트팩도 잘 맞아서 가끔 사서 쓰곤 했답니다 이번에 세일해서 사게되었고,세럼이 듬뿍 있는 점이 좋았어요 피부관리 제대로 하는 기분이라 좋았고,세럼 바르면 피부가 촉촉해지고 미리 쟁여둔 마스크팩 마스크시트로 수딩효과까지 있어서 매우 잘 사용했습니다 시트팩은 보통 주1회정도 하는 편인데, 민감할때는 더 자주 사용하기도 해요세럼이랑 마스크팩 둘다 쓰기 좋아서 다음번에도 재구매 할 의향 충분히 있습니다부작용없이 잘쓰고 있어요",1.2,"민감, 세일, 순한, 안심, 재구매, 촉촉, 향, 화장"
SH_251201_007,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.01,27500,,한달이상사용,구매 가치/편의,"상황/편의, 추천/재구매",3,5점,긍정,3,"재구매, 향",다음번에도 재구매 할 의향 충분히 있습니다부작용없이 잘쓰고,"한달 이상 사용후기 올려요아누아 세럼은 처음 써보는데 좋네요 일단 제 피부타입은 수분부족형 지성피부이고, 민감성이라 화장품 아무거나 못써요순한 성분이 들어간 제품은 제 피부에 잘 맞는 편이라 안심하고 써요아누아 마스크 시트팩도 잘 맞아서 가끔 사서 쓰곤 했답니다 이번에 세일해서 사게되었고,세럼이 듬뿍 있는 점이 좋았어요 피부관리 제대로 하는 기분이라 좋았고,세럼 바르면 피부가 촉촉해지고 미리 쟁여둔 마스크팩 마스크시트로 수딩효과까지 있어서 매우 잘 사용했습니다 시트팩은 보통 주1회정도 하는 편인데, 민감할때는 더 자주 사용하기도 해요세럼이랑 마스크팩 둘다 쓰기 좋아서 다음번에도 재구매 할 의향 충분히 있습니다부작용없이 잘쓰고 있어요",1.2,"민감, 세일, 순한, 안심, 재구매, 촉촉, 향, 화장"
SH_251202_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.02,27500,"복합성, 웜톤, 잡티, 모공",한달이상사용,제형/사용감,끈적임/밀림,1,3점,보통,0,끈적,저는 생각보다 끈적거려서,"저는 생각보다 끈적거려서 아쉽지만 에센스니까라는 생각하면 그럭저럭 쓸만해여너무 홍보,광고에 혹한것같아여",0.0,끈적
SH_251202_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.02,27500,,한달이상사용,피부 자극,자극/부작용,1,4점,긍정,3,자극,피부에 자극적이지 않아서,"물고 피부에 자극적이지 않아서 사용하기 좋은 것 같은 데 엄청난 효과는 아직 잘 모르겠어요. 엄청 유명해서 처음 구매해 봤는데, 제 구매 까지는 아직 잘 모르겠어요.",3.0,자극
SH_251202_003,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.02,27500,,,제형/사용감,흡수/발림성,3,4점,보통,0,질감,꾸덕한 질감의 세럼이라 생각했는데 보다 물같아서 놀랐네요,꾸덕한 질감의 세럼이라 생각했는데 보다 물같아서 놀랐네요. 그런데 사용하면 피부 짱짱하게 탄력있어지는 느낌이라 좋아요. 크림이랑 같이 병행해서 사용하는중. 현재까지는 따로 트러블이 생겼다거나 피부에 악영향을 느낀적은 없습니다.,-0.5,"질감, 트러블, 향"
SH_251202_003,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.02,27500,,,"구매 가치/편의, 피부 고민 해결","상황/편의, 트러블/모공",3,4점,부정,-1,"트러블, 향",현재까지는 따로 트러블이 생겼다거나 피부에 악영향을 느낀적은 없습니다,꾸덕한 질감의 세럼이라 생각했는데 보다 물같아서 놀랐네요. 그런데 사용하면 피부 짱짱하게 탄력있어지는 느낌이라 좋아요. 크림이랑 같이 병행해서 사용하는중. 현재까지는 따로 트러블이 생겼다거나 피부에 악영향을 느낀적은 없습니다.,-0.5,"질감, 트러블, 향"
SH_251204_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.04,27500,"복합성, 겨울쿨톤, 미백, 주름",,구매 가치/편의,가성비/가격,1,5점,보통,0,세일,앰플 두번째 구입이예요 아직 남았는데 세일해서 미리 사둠,앰플 두번째 구입이예요 아직 남았는데 세일해서 미리 사둠. 특별한 효과가 있진 않지만 무난템으로 좋아요. 다만 물처럼 흘러서 얼굴에 대고 앰플 올려준다음 빠르게 발라야해요.,0.0,세일
SH_251204_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.04,27500,"복합성, 쿨톤, 트러블, 모공",,수분/유분 밸런스,보습/속건조,1,5점,긍정,1,보습,생각보다 보습에 효과가 있더라구요,광고 많이 하길래 한 번 사봤는데 실제로 제품이 좋아서 놀랐어요! 생각보다 보습에 효과가 있더라구요. 입주변에 각질 뜨던 거 가러앉아서 좋습니다!,1.0,보습
SH_251205_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.05,27500,"복합성, 쿨톤, 잡티, 각질",,수분/유분 밸런스,보습/속건조,1,5점,보통,0,"건조, 속건조",속건조가 심한 저로서는 꾸준히 사용하고 있는 세럼입니다,속건조가 심한 저로서는 꾸준히 사용하고 있는 세럼입니다! 레이어링해서 발라주면 아주 쫀득쫀득한 피부 완성입니다,0.0,"건조, 속건조"
SH_251205_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.05,27500,"건성, 웜톤, 트러블",,구매 가치/편의,"가성비/가격, 추천/재구매",1,5점,긍정,3,"세일, 재구매",매일쓰는 제품이에요 그냥 세일할 때 쟁여놓습니다 또 재구매헐게요,매일쓰는 제품이에요 그냥 세일할 때 쟁여놓습니다 또 재구매헐게요,3.0,"세일, 재구매"
SH_251207_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.07,27500,"복합성, 여름쿨톤, 잡티, 미백",,수분/유분 밸런스,보습/속건조,1,5점,긍정,1,"건조, 속건조",속건조 잡혀서 좋음,주르륵 흐르는 타입이라서 바를 때 주의 필요. 속건조 잡혀서 좋음,1.0,"건조, 속건조"
SH_251207_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.07,27500,,,수분/유분 밸런스,보습/속건조,3,5점,긍정,1,수분감,액체 세럼은 가볍지만 피부에 바르면 수분감이 좋고,액체 세럼은 가볍지만 피부에 바르면 수분감이 좋고 광택이 일정합니다. 수분과 회복력이 좋은 것 같아요. 민감하신 피부에서도 사용하실 수 있는 모든 피부타입에 적합합니다.,0.7,"민감, 수분감, 회복"
SH_251207_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.07,27500,,,피부 고민 해결,진정/장벽,3,5점,긍정,1,회복,수분과 회복력이 좋은 것 같아요,액체 세럼은 가볍지만 피부에 바르면 수분감이 좋고 광택이 일정합니다. 수분과 회복력이 좋은 것 같아요. 민감하신 피부에서도 사용하실 수 있는 모든 피부타입에 적합합니다.,0.7,"민감, 수분감, 회복"
SH_251207_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.07,27500,,,피부 자극,순함/저자극,3,5점,보통,0,민감,민감하신 피부에서도 사용하실 수 있는 모든 피부타입에 적합합니다,액체 세럼은 가볍지만 피부에 바르면 수분감이 좋고 광택이 일정합니다. 수분과 회복력이 좋은 것 같아요. 민감하신 피부에서도 사용하실 수 있는 모든 피부타입에 적합합니다.,0.7,"민감, 수분감, 회복"
SH_251208_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.08,27500,"복합성, 여름쿨톤, 잡티, 미백",,수분/유분 밸런스,보습/속건조,1,5점,긍정,1,촉촉,마무리감이 촉촉해서,워낙 핫해서 구매해봤어요. 물처럼 흘러서 바를 때 조심해야하는 데 마무리감이 촉촉해서 좋습니다. 구매하고 얼마안있다 더 할인해서 마음은 아프지만,1.0,촉촉
SH_251210_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.10,27500,"건성, 봄웜톤, 민감성, 홍조",한달이상사용,제형/사용감,흡수/발림성,1,4점,보통,0,제형,구매해봤어요 제형이 완전 주르륵 흐르는 물제형입니다 전 요즘 날 추워지면서,랭킹 엄청 높길래 궁금해서 구매해봤어요 제형이 완전 주르륵 흐르는 물제형입니다 전 요즘 날 추워지면서 살짝 부족할것 같아서 두번정도 레이어링해서 쓰고있어요 한겨울엔 저한테는 살짝 부족할것 같고 환절기정도엔 쓸만합니다,0.0,제형
SH_251210_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.10,27500,"건성, 웜톤, 주름, 민감성","한달이상사용, 재구매",수분/유분 밸런스,보습/속건조,1,5점,긍정,1,촉촉,넘게 쓴듯 피부에 얇게 발리면서 촉촉해서 죠아요,쵝오임 벌써 6통? 8통? 넘게 쓴듯 피부에 얇게 발리면서 촉촉해서 죠아요,1.0,촉촉
SH_251211_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.11,27500,"복합성, 웜톤, 잡티, 미백",,수분/유분 밸런스,보습/속건조,3,4점,긍정,1,보습,20일 사용후기 보습효과도 있고,20일 사용후기 보습효과도 있고 미백효과도 있는거같아요 드라마틱한 효과는아니지만 피부가 밝아졌어요 사용방법 물처럼 흐르는 제형이라 피부나 손등에 조금씩 올려 발라주세요 얼굴에 바르면 바로 주르륵 흘러내리니 조금씩 여러번 사용을 권해드려요 저는 조금씩 3-4번 반복해서 발라줬어요!,1.0,"미백, 밝아, 보습, 제형"
SH_251211_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.11,27500,"복합성, 웜톤, 잡티, 미백",,"제형/사용감, 피부 고민 해결","미백/광채, 흡수/발림성",3,4점,긍정,1,"미백, 밝아, 제형",미백효과도 있는거같아요 드라마틱한 효과는아니지만 피부가 밝아졌어요 사용방법 물처럼 흐르는 제형이라 피부나 손등에 조금씩 올려 발라주세요 얼굴에 바르면 바로 주르륵 흘러내리니 조금씩 여러번 사용을 권해드려요 저는 조금씩 3-4번 반복해서,20일 사용후기 보습효과도 있고 미백효과도 있는거같아요 드라마틱한 효과는아니지만 피부가 밝아졌어요 사용방법 물처럼 흐르는 제형이라 피부나 손등에 조금씩 올려 발라주세요 얼굴에 바르면 바로 주르륵 흘러내리니 조금씩 여러번 사용을 권해드려요 저는 조금씩 3-4번 반복해서 발라줬어요!,1.0,"미백, 밝아, 보습, 제형"
SH_251211_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.11,27500,"복합성, 웜톤, 잡티, 블랙헤드",,수분/유분 밸런스,보습/속건조,2,3점,보통,0,수분감,거기선 수분감이 터진다고,복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분수분 느낌이었음 지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯 개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯,1.0,"가격, 건조, 수분감, 유분, 재구매, 저렴"
SH_251211_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.11,27500,"복합성, 웜톤, 잡티, 블랙헤드",,수분/유분 밸런스,유분/피지,2,3점,보통,0,유분,했지만 개인적으로 유분수분 느낌이었음 지금 다시 리필 뜯어서,복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분수분 느낌이었음 지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯 개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯,1.0,"가격, 건조, 수분감, 유분, 재구매, 저렴"
SH_251211_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.11,27500,"복합성, 웜톤, 잡티, 블랙헤드",,수분/유분 밸런스,보습/속건조,2,3점,보통,0,건조,건조한 계절에 복합성이 쓰기엔 무난하고,복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분수분 느낌이었음 지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯 개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯,1.0,"가격, 건조, 수분감, 유분, 재구매, 저렴"
SH_251211_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.11,27500,"복합성, 웜톤, 잡티, 블랙헤드",,구매 가치/편의,가성비/가격,2,3점,긍정,2,"가격, 저렴",괜찮은듯 개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고,복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분수분 느낌이었음 지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯 개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯,1.0,"가격, 건조, 수분감, 유분, 재구매, 저렴"
SH_251211_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.11,27500,"복합성, 웜톤, 잡티, 블랙헤드",,구매 가치/편의,추천/재구매,2,3점,긍정,3,재구매,봄 재구매는 안할듯,복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분수분 느낌이었음 지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯 개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯,1.0,"가격, 건조, 수분감, 유분, 재구매, 저렴"
SH_251212_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.12,27500,,,구매 가치/편의,추천/재구매,2,5점,긍정,5,공병,공병 of 공병템입니다,공병 of 공병템입니다. 수부지가 봄여름가을에 쓰기 좋은 앰플이라고 생각해요. 겉돌지 않는데 수분은 채워주고 기름기는 없어요 다만 겨울? 에는 제가 나이가 들어서 그런지 이걸로는 부족합니다,2.0,"겉돌지, 공병, 기름, 기름기, 수부지"
SH_251212_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.12,27500,,,수분/유분 밸런스,보습/속건조,2,5점,긍정,1,수부지,수부지가 봄여름가을에 쓰기 좋은 앰플이라고 생각해요,공병 of 공병템입니다. 수부지가 봄여름가을에 쓰기 좋은 앰플이라고 생각해요. 겉돌지 않는데 수분은 채워주고 기름기는 없어요 다만 겨울? 에는 제가 나이가 들어서 그런지 이걸로는 부족합니다,2.0,"겉돌지, 공병, 기름, 기름기, 수부지"
SH_251212_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.12,27500,,,수분/유분 밸런스,"보습/속건조, 유분/피지",2,5점,보통,0,"겉돌지, 기름, 기름기",겉돌지 않는데 수분은 채워주고 기름기는 없어요 다만 겨울,공병 of 공병템입니다. 수부지가 봄여름가을에 쓰기 좋은 앰플이라고 생각해요. 겉돌지 않는데 수분은 채워주고 기름기는 없어요 다만 겨울? 에는 제가 나이가 들어서 그런지 이걸로는 부족합니다,2.0,"겉돌지, 공병, 기름, 기름기, 수부지"
SH_251214_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.14,27500,,한달이상사용,수분/유분 밸런스,보습/속건조,1,4점,보통,0,"건조, 속건조",속건조 심한데,속건조 심한데 이거쓰면 정말 촉촉하게 속건조 잡아주는게 느껴질정도로 좋아요,1.5,"건조, 속건조, 촉촉"
SH_251214_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.14,27500,,한달이상사용,수분/유분 밸런스,보습/속건조,1,4점,긍정,3,"건조, 속건조, 촉촉",이거쓰면 정말 촉촉하게 속건조 잡아주는게 느껴질정도로 좋아요,속건조 심한데 이거쓰면 정말 촉촉하게 속건조 잡아주는게 느껴질정도로 좋아요,1.5,"건조, 속건조, 촉촉"
SH_251214_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.14,27500,,"한달이상사용, 재구매",수분/유분 밸런스,보습/속건조,1,5점,긍정,5,건조,아누아 토너랑 같이 사용하는데 세럼이 확실히 건조잡아주고 좋아요,아누아 토너랑 같이 사용하는데 세럼이 확실히 건조잡아주고 좋아요,5.0,건조
SH_251215_001,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.15,27500,"복합성, 쿨톤, 모공, 홍조",한달이상사용,수분/유분 밸런스,보습/속건조,1,4점,긍정,2,촉촉,발라야함 엄청 촉촉하다고해서,진짜 물처럼 주루룩 흐르는 타입 바를때 한손으로 흐리지 않게 받치고 발라야함 엄청 촉촉하다고해서 구매해봤는데 막 엄청 좋다! 는 못느낌,2.0,촉촉
SH_251215_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.15,27500,"지성, 가을웜톤, 블랙헤드, 피지과다",한달이상사용,수분/유분 밸런스,보습/속건조,2,5점,보통,0,수분감,별 다섯개 줍니다 수분감이 오래가고,한달 찐사용 후기 pdrn 용량은 적고 피부에 효과는 없다고 해서 그려려니 하고 그냥 사용 중인데 그래도 사용감 좋아서 별 다섯개 줍니다 수분감이 오래가고 사용하고 촉촉해지고 다른 수분앰플도 많이 사용해봤는데 제일 좋았어요 메이크업 하면 메이크업도 잘 먹고 계속 재구매 할 거 같긴해요!,1.2,"메이크업, 수분감, 재구매, 촉촉"
SH_251215_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.15,27500,"지성, 가을웜톤, 블랙헤드, 피지과다",한달이상사용,수분/유분 밸런스,보습/속건조,2,5점,긍정,1,촉촉,촉촉해지고,한달 찐사용 후기 pdrn 용량은 적고 피부에 효과는 없다고 해서 그려려니 하고 그냥 사용 중인데 그래도 사용감 좋아서 별 다섯개 줍니다 수분감이 오래가고 사용하고 촉촉해지고 다른 수분앰플도 많이 사용해봤는데 제일 좋았어요 메이크업 하면 메이크업도 잘 먹고 계속 재구매 할 거 같긴해요!,1.2,"메이크업, 수분감, 재구매, 촉촉"
SH_251215_002,세럼,아누아 피디알엔 히알루론산 캡슐 100 세럼,2025.12.15,27500,"지성, 가을웜톤, 블랙헤드, 피지과다",한달이상사용,구매 가치/편의,상황/편의,2,5점,긍정,1,메이크업,제일 좋았어요 메이크업 하면 메이크업도 잘 먹고,한달 찐사용 후기 pdrn 용량은 적고 피부에 효과는 없다고 해서 그려려니 하고 그냥 사용 중인데 그래도 사용감 좋아서 별 다섯개 줍니다 수분감이 오래가고 사용하고 촉촉해지고 다른 수분앰플도 많이 사용해봤는데 제일 좋았어요 메이크업 하면 메이크업도 잘 먹고 계속 재구매 할 거 같긴해요!,1.2,"메이크업, 수분감, 재구매, 촉촉"
