날짜,별점,스킨타입,태그,리뷰내용
2025.11.06,5점,,한달이상사용,어성초 좋은거알고 사용중인데 잘밎아서 너무 좋아여 만족합니다
2025.11.06,5점,,,너무조아요 적당히 수분감 있고 깔끔해서 데일리로 쓰기 좋은거같아요
2025.11.06,5점,"복합성, 여름쿨톤, 트러블, 모공",,"계속 이니스프리 비자트러블 로션만 쓰다가 새로 살 때가 됐는데 올영에 없더라구요ㅠ 근데 아누아 로션이 성분이 더 괜찮다는 챗지피티의 말에 한번 사봤습니당
결론은 만족 재구매 예정임
용량도 더 크고 가격도 뭐.. 세일하면 괜춘
근데 왜 블프때 세일 멈추시나요ㅠㅜ
암튼 수부지 트러블 피부에는 좋은 로션입니당"
2025.11.05,4점,,"한달이상사용, 재구매","✔️한달사용리뷰
복합성의 여름 루틴에 꼭 필요했던 무난~수분로션이었습니다.. 겨울인 지금은 봉인해야하는 친구"
2025.11.05,5점,,,복합성이구 매장 직원분께 추천받아 샀어요 피부가 예민해서 조금이라도 안 맞으면 금방 뒤집어지는데 순해서 좋아요!!! 끈점임도 없어요 딱히 좋은 점도 잘 모르겠어요 재구매는 음…
2025.11.03,5점,,"한달이상사용, 재구매",유수분 밸런스 맞추기 좋은 로션이예요. 데일리로 잘 사용합니다.
2025.11.03,2점,,,유분기가 많이 올라와요 성분은 좋은데 바르고 자니까 피부 트러블남
2025.11.03,5점,,,지성이라서 크림 말고 로션을 써볼까 해서 샀는데 지성에게는 조금 기름질지도... 겨울에 써볼게요
2025.11.02,5점,,,쓰고 나서 얼굴에 겉도는 느낌 안들고 촉촉하게 흡수돼요 끈적임X
2025.11.02,5점,,,"예전에 구매한 이후로 꾸준히 잘 쓰고있습니다~
자극없이 순해서. 좋아요!!"
2025.11.15,5점,"지성, 쿨톤, 잡티, 트러블",재구매,제 동생이 이거 없으면 못 살아요ㅋㅋ 못생긴 놈이 ㅉㅉ 많이 써라 ㅋㅋ
2025.11.15,5점,,,이거 쓰는 사람들 별로 없는 거 같은데 진짜 넘넘 좋운데.. 친구들한테도 맨날 추천중임
2025.11.15,5점,,,화장 전에 써두 좋고 밤에 써두 좋고 숭허고 자극없고 여드름에도 좋음
2025.11.14,5점,,,데일리로 쓰기좋은 로션입니다. 발림성도 좋고 크림처럼 무겁지도 않고 벌써 두병째인데 아침엔 가볍게 로션쓰고 저녁엔 크림쓰니 건조하지않고 좋아요
2025.11.14,4점,"건성, 웜톤, 미백, 탄력",한달이상사용,쓰고 나면 유수분 밸런스도 충분하고 촉촉해서 좋아요 ㅎㅎㅎ
2025.11.14,5점,"건성, 봄웜톤, 다크서클",한달이상사용,저녁에 기초 마무리 용으로 바르기 좋습니다 자극도 없고 수분 채우기류 좋아오
2025.11.12,5점,,한달이상사용,후기보고샀는데 무난하게 쓰고있어요 ㅎㅎ 또구입할게요 맘에들어요
2025.11.11,5점,"트러블성, 쿨톤, 트러블, 피지과다",한달이상사용,무겁고 리치한 크림이 안맞아서 로션을 사용해보고 싶어서 구매했어요
2025.11.11,5점,,,제 인생 로션이고요 진짜 부드럽게 잘 발려서 넘 좋아요 ㅎㅎㅎ
2025.11.10,5점,"복합성, 봄웜톤, 각질, 블랙헤드",한달이상사용,동생핰테선물줫는데안쓰길래 내가뺏음 아싸 조아요 양많음
2025.10.30,5점,,,제가 민감한 편인데 이건 끈적이지도 않고 딱 좋은 느낌입니닷!
2025.10.30,4점,,한달이상사용,"촉촉하고 순한제품이어서 매년 재구매합니다!
좋아요~~!!"
2025.10.29,2점,,,저한테는 조금 자극적이에요 ㅠㅠ 토너는 잘 맞았는데 크림이 유독 안 맞네요
2025.10.29,5점,,,바르자마자 흡수돼서 끈적이지 않아요. 가볍게 발려요 추천 드려요 ㅎㅎ!!
2025.10.29,5점,,"한달이상사용, 재구매","여드름있는 딸이써요
아누아제품을 꾸준히 쓰고잇는데
피부결이정돈되고 여드름에조은것같아요"
2025.10.28,5점,,,매장에서 테스트해보고 좋아서 샀어요. 찬바람불고 보습에 필요할것같아 구매했어요.
2025.10.27,5점,"지성, 쿨톤, 잡티, 미백",,지성피부인데 예전에 스킨로션 같이썼을때 트러블나는거없이 잘썼던기억이있어서 재구매합니당❤️
2025.10.27,5점,,,자극듀 별로 안느껴지고 펌핑형이라 쓰기 편한 것 같아요! 만족래요
2025.10.25,5점,"약건성, 트러블, 민감성",,찬바람에 쓰라리던 피부가 로션 사용하니 많이 진정되었어요 홍조도 함께 가라앉아서 만족합니다
2025.10.25,5점,,,"아누아 어성초 라인은 올영 직원분 추천으로 처음 사용해 봤는데 지금 한...적어도 2년? 이상은 지속적으로 사용한 것 같습니다.
처음에는 그냥 촉촉하니 좋네?라고만 생각했는데 꾸준히 사용하니 화농성 여드름은 이제 아예 없고 잔잔하거나 피지 같은 여드름도 배란기에 기름진거 왕창 먹는게 아닌 이상은 매끈매끈 촉촉한 피부로 변했습니다.
저희 동네에 올영이 없어서 버스타고 한참 나가야 하지만 가난한 저는 세일 기간만 기다렸다가 호다닥 달려갑니다ㅎㅎ"
2025.10.25,5점,,,"이제 겨울이라서 삿는데 제가 건조해지면 바로 반응이 발작하듯이 올라와서 걱정햇는데 역시 아누아네염따 헷
보들보들기모찌딱스해서 모찌모찌하고 촉촉탱탱해요 사세요그냥"
2025.10.24,5점,,,"저는 복합성, 지성 피부라 피지도 많고 유분도 아주 많은데요.
그럼에도 불구하고 너무 물같은 로션은 하관쪽이 건조해서 선호하지 않습니다..ㅠㅠ
그런데 이 로션은 적당히 촉촉하고 적당히 보습력이 있어서 좋아요.
다른 유명한 보습 로션들은 너무 보습 위주여서 그런지 조금 더 묵직한 제형인데 이 로션은 너무 가볍지도 너무 무겁지도 않은 제형이라 저 같은 지성인들에게는 적당한 것 같아요.
이 로션도 1년 넘게 사용중이고 앞으로도 계속 사용할 것 같아요~"
2025.10.23,5점,,,토너랑 에센스 진정패드 모두 아누아 어성초라인이 좋아서 로션도 구매했어요 양도 많고 순하고 보습력도 좋으네요 만족합니다
2025.10.23,5점,,한달이상사용,"휘뚜루마뚜루 잘 사용하게 되네용
로션타입이어도 가끔 자극적인 제품들 있는데 이건 순해서 맘 놓고 쓸 수 있어요"
2025.10.21,5점,,,직접 발라보고 구매했는데 정말 너무 좋아요 약건성인데 장벽이 살아난 느낌..
2025.10.21,5점,,한달이상사용,아누아 평소에 잘 써서 사봤는데 쓰기 편하고 보습고 좋은거 같아요
2025.10.21,5점,,,지성인데 속수분을 잡아주고 마무리가 살짝 끈적한데 뽀송해서 잘 사용하고 있어요
2025.10.21,5점,,한달이상사용,순하고 피부가 촉촉해지는 게 딸이랑 같이 쓰는데 좋아요. 대신할 스킨케어 제품을 찾지 못해 계속 쓰는 중이에요.
2025.10.20,5점,,한달이상사용,자극없이 순해서 애용하는 제품이에요 남동생이랑 같이 쓰는데 좋아요
2025.10.18,5점,,,벌써 4번째 사는중인데 친구꺼 써보고 그날 화장에 기름기 하나도 안올라온거보고 진짜 바로 샀었는데 뭔가 계속 써서 그런가 완전 기름이 안올라오는건 아닌데 화장 기초에 바르기도 좋고 냄새도 안심하고 화장도 잘먹게 촉촉함. 심지어 끈적하지도 않음! 꼭 발라보세여 촉촉함이 남다름!!
2025.12.22,5점,,한달이상사용,촉촉함이 오래가서 만족스러워요. 보습력이 뛰어나요 추천 드려요 ㅎㅎ!!
2025.12.21,5점,,,이 상품은 쓰기 좋습니다 개인적으로는 그래도 마음에 드시는 리뷰는 참고하시기 바랍니다
2025.12.21,5점,,한달이상사용,진짜 좋음 세번째로 사용하는데 역시 좋음 고민하지말고 사셈
2025.12.21,5점,,한달이상사용,완전완전 잘 사용하고있어여 특히 겨울에 사용하면 각질다 가라앉고 피부도 완전 보들해져용
2025.12.20,5점,"지성, 여름쿨톤, 미백, 트러블",,"화장 전에 바르기에도, 밤에 나이트케어로 바르기에도 좋아요
가볍고, 밀리지 않는 제형이에요
저는 지성이긴 하지만, 수분이 부족한 타입이라 가벼운 로션을 여러번 덧바르는 걸 좋아해요
이 로션은 그러기에 딱 적합해요!!
가성비가 좋아서 여러번 덧바르기 좋고 가볍고 기름기도 없어서 부담 없이 바르기 좋아요
수분감을 채워줘서 트러블 진정에도 좋고, 자기전에는 무거운 크림 하나더 올려주면 딱좋아요~"
2025.12.20,5점,"지성, 여름쿨톤, 트러블, 블랙헤드",,"가벼운 제형인것같아서 쓰기좋음 화장전에써도무난함
솔직히 기초는아누아로만써서
걍좋아여"
2025.10.10,5점,,,그냥 가볍게 쓰는 용도로 쓰고 있어요 보습이 좋은 건 잘 모르겠어요
2025.10.10,5점,,,"최애 로션입니다
하루의 시작과 끝을 하는 최애로션
발림도 좋고 보습도 좋습니다"
2025.10.09,5점,,한달이상사용,순해서 좋고 양도 많아서 잘 쓰고 있어요~ 말 그대로 데일리라 매일 쓰기에 좋아요
2025.10.09,5점,,,세일할 줄 모르고 비싸게 산게 좀 아쉽긴하지만 써보고 싶었던 로션이라 만족해요
2025.10.08,5점,"트러블성, 쿨톤, 트러블, 피지과다",,수부지라 너무 오일리하거나 무거운건 사용 안하는데 테스트 해봤을때 너무 상쾌해서 구매했어요
2025.10.08,5점,,한달이상사용,세 번째 재구매 중인 템입니다 약간 무효과가 효과라고 가볍게 바르기 좋아서 자주 사요 예전에 모낭염 심할 때 어성초가 좋다고 해서 바르기 시작했는데 무난무난해서 정착했습니다 화장하기 전에 발라도 안 밀리는데 건성 분들이 쓰시기엔 좀 건조할 수도 있을 듯해요
2025.10.08,3점,,,생각보다 건조해서 여름에 쓰기 적당하고 간절기나 겨울에는 보습이 더 되는걸 쓰면 좋을 것 같아요
2025.10.08,5점,,,자극없이 정말 순하고 나쁠것없이 데일리하게 잘 사용하고있어요
2025.10.07,4점,"복합성, 겨울쿨톤, 잡티, 미백",,좋은데 너무 기름져서 자기전에 바르는게 좋을거같아용 굳이 다시사라하면 안살거같은
2025.10.06,5점,,,너무너무 좋아 모두에게 추천합니다! 너무 좋아요! 너무너무 좋아 모두에게 추천합니다! 너무 좋아요!
2025.10.06,5점,,,그냥 아무 자극 자체가 없어서 토너 다음으로 쓰기 개조음 그냥 너무 순하고 용량도 많아서 개좋음 개추
2025.10.06,5점,,,가볍게 쓰기 좋아요 계속 바르니까 피부 좋나진 거 같기두 해요
2025.10.05,5점,,한달이상사용,어성초가 여드름에 좋다는 말을 들어서 샀는데 만족합니다! 매일 사용하고 있어요
2025.10.04,5점,,한달이상사용,항상 재구매하는 기초 화장품이에요. 자극 없고 순해서 잘 사용 중입니다
2025.10.04,5점,,한달이상사용,아누아라인 중 가장 마음에 드는 것. 지성이 발라도 가볍게 발리는 로션. 이거? 칭찬안 할 수가 없다.
2025.10.04,5점,"복합성, 웜톤, 미백, 주름",,배송빠르고 제품도 마음에 들어요 잘 사용할거같아요 감사합니다
2025.10.03,5점,,한달이상사용,굿굿굿 기름 지지 않고 끈적이지도 않거 겨울엔 살짝 보습 더 해줘야 하긴 하는데 굿
2025.10.03,5점,,,기초하고 나서 유분이 올라오는게 싫어서 좀 가벼운 제형을 찾아봤었는데 이거 쓰고 좋아서 4년째 쓰고잇음 근데 건성이 쓰기엔 좀 건조할 듯 ㅜㅜ
2025.10.03,5점,"건성, 봄웜톤, 각질, 홍조",한달이상사용,펌프가 소량씩 나와서 원하는 만큼 쓰기 편리하고 자극 향 없어서 마음놓고 쓰고 있어요
2025.10.03,5점,,재구매,자극 없고 마무리 감이 끈적이지 않고 깔끔해서 데일리로 쓰기 좋아요
2025.10.03,5점,"민감성, 봄웜톤, 잡티, 미백",재구매,엄마와 함께 계속 사용하고 있는 로션인데요 자극적이지 않고 너무 묽지도 되직하지도 않아서 잘 사용중입니다
2025.09.23,5점,,,아 진바 너무 좋내요 먀일매일 사용하구요 진짜 또 재구매 갑니다
2025.09.23,4점,,한달이상사용,향도 강하지 않고 적당히 보습되고 데일리로 가볍게사용하기 좋아요
2025.09.23,5점,,,트러블 없고 촉촉하고 산뜻해서 맘에듭니다 재구매 의사있어요
2025.09.23,5점,,재구매,"자극이 덜하고 가볍에 바르기 좋습니다. 건성인 저는 가을 부터는 따로 보습이 필요하지만, 여름에는 단독으로 사용해도 큰 무리가 없었어요! 향, 발림성, 보습 모두 호불호없이 사용 가능한 제품이예요!"
2025.09.22,5점,,,이거 쓰고 피부 땅김이 없어졌어요. 피부가 너무 촉촉해서 너무 좋고 아침에 일어났을 때도 수분이 대박이에요!!
2025.09.21,5점,,한달이상사용,"말 그댜로 그냥 데일리로션이에요 끈덕임은 없는데 좀 건조햐요,, 그렇게 촉촉허지는 않은,,"
2025.09.21,5점,,,순하고 피부가 촉촉해지는 게 딸이랑 같이 쓰는데 좋아요. 대신할 스킨케어 제품을 찾지 못해 계속 쓰는 중이에요.
2025.09.20,5점,,한달이상사용,잘 쓰고 있어요 촉촉하고 순하고 한여름에 너무 무겁지 않고 가볍게 잘 발랐어요 잘때나 환절기부터는 묵직한 크림 추가하면 좋을 것 같아요 아무튼 순해서 좋네요
2025.09.19,4점,,한달이상사용,딱 기초 로션 인거 깉아요 ㅜㅜ 그거 밀고는 띡히 앖는니디. ㅜㅜ
2025.09.18,5점,,한달이상사용,"여드림성있는 딸이 쓰고 있어요
자극없이 흡수잘되서 항상 이것만써요"
2025.09.18,4점,,한달이상사용,아직 사용해보지 않았지만 잘 이용해보겠습니당 감사합니당
2025.09.18,5점,,재구매,민감한 수부지 피부인데 무난하게 쓰기 좋아요 문제 생긴 적이 없어용
2025.09.18,5점,"복합성, 웜톤, 잡티, 탄력",,"한동안 생각도 없이 크림을 두종류로 사용하고 있었는데..
이번에는 기초 단계에서 로션도 사용해야지 하는 마음에..
구매를 했는데 무엇보다도 피부 진정에 효과가 있었으면^^"
2025.09.17,5점,,한달이상사용,"아누아 세통째쓰는중
질감이 쫀쫀하고 너무 무난해서 피부에도 땃"
2025.09.17,5점,,,마침 필요해서 올영 들어갔는데 구매해서 잘 쓰고 있어요 제품 만족하고 계속 써볼 생각입니다 감사합니다
2025.09.16,5점,"중성, 웜톤, 다크서클",재구매,이거 진짜무난하게 쓰기 좋아요 아무렇게나 발라도 잘먹고 수분도 챙기는느낌
2025.09.16,5점,,,"여름에 단독으로 사용해주기 좋은 로션이에요
자극 없이 순해서 아무때나 잘 사용해 줄 수 있습니다!!
대용량이라 가성비도 있어서 젛아요"
2025.09.15,5점,"복합성, 웜톤",,"아누아 어성초 토너/로션 쓰는데 아주 좋아요!
끈적임이 덜해서 정말 좋습니다!
저는 건조할 때는 세럼도 같이 사용합니다!"
2025.09.15,5점,,,"몇년간 한 우물만 파고있어요~ 너무 좋아요'
복합성으로 다 좋은것 같아요"
2025.11.01,5점,,,전에 써봤다가 재구매해봤는데 촉촉하게 잘 마무리 돼서 아주 만족하고 잘 사용하고 있습니다
2025.10.31,5점,,재구매,사용 후 피부가 매끄럽고 윤기가 나요. 부드러워요 추천 드려요 ㅎㅎ!!
2025.10.31,5점,,,진짜 촉촉하고 너무 좋아요 이거 쓰다가 다른 로션 써봤는데 여드름 바로 나서 그냥 다시 이걸로 샀어요 ㅠㅠ
2025.10.30,3점,,,작년 겨울에 쓸 때는 트러블 나는 거 없이 썼는데 이번에 날씨가 갑자기 추워져서 피부 건조하지 않게 하려고 발랐는데 오히려 트러블이 난 것 같아요:(
2025.10.03,5점,,,"2통째 쓰고있습니다 용량이 많아서 오래쓰기 좋아요.
수분감이 있어서 겨울에 쓰기 좋아요."
2025.10.02,5점,,,"언젠가부터 로션은 면세점이든 오프라인 로드샵이든 무조건 아누아로 사용하고 있어요, 자극도 없는편이고 스킨로션은 무조건 입니다"
2025.10.02,5점,"복합성, 봄웜톤, 각질, 블랙헤드",,남동생 피부에 바를 무난한 로션 찾다가 이덜로 샀는데 나름 잘쓰는거같음
2025.10.02,5점,"복합성, 여름쿨톤, 잡티, 각질",한달이상사용,"무겁게 마무리 되지 않아 너무 만족합니다!
동생이 사용중인데 피부가 많이 좋아졌어요!"
2025.10.02,5점,,한달이상사용,한 통 다 비워서 새로 삿어요 또 다시 삿어요 그래서 우헤헤 ㅎㅎ
2025.10.01,5점,,한달이상사용,"에센스만으로 보습 부족할때 쓰고 있는데
사용감 적당하고 부담없이 쓰기 좋아요"
2025.10.01,5점,"복합성, 여름쿨톤",,"피부
쫀쫀해져요
보습 잘되구
사계절 내내 쓰기조아요~.."
2025.09.30,5점,,재구매,안 번들거리고 피부에 촉촉하게 흡수되서 좋아요! 잘 쓰고 있고 재구매템이에요~
2025.09.29,5점,,한달이상사용,순하고 잘 발리고 편해요 데일리로 딱입니다. 엔번째 구매중이에요.
2025.09.28,4점,,,"매번 구입하는 어성초 로션입니다
촉촉하고 수분이있어 좋구요
여드름피부에도 잘맞아 좋고 데일리합니다
다만 가격 좀 낮쳐줬으면 좋겠어요ㅜ"
2025.09.28,5점,,재구매,"여드름성딸이 계속 쓰고있어요
아누아제품은 인기제품이어서
모든제품이다좋네요"
2025.09.27,5점,,,아누아 기초는 다 너무 좋은거 같음 피부 안좋았었는데 아누아 한개 쓰고 나서 좋길래 기초를 하나씩 아누아꺼로 바꿔봤더니 피부가 개좋아짐 이 로션은 수부지들도 완전 잘맞을만한 로션인거 같음!!!ㅜ
2025.09.27,5점,,,순하고 촉촉한데 단독으로 사용하면 건조한거 같아요 여름에 쓰기 좋아요
2025.09.27,5점,,,아너무좋아요. 처음바르고 쓰는건데 제가 바라던 로션의 형태 그 자체입니다 느낌이좋은로션이에요 느좋
2025.09.26,4점,"복합성, 여름쿨톤, 잡티, 트러블",한달이상사용,순하고 가벼워서 막쓰기 좋습니다 기름기도 없고 해서 저는 화장 기초로 쓰는데 극지성 분들만 저녁에 쓸 수 잇을 거 같고 흡수가 빨라서 다른 피부타입 분들이 쓰기엔 넘 가벼울 것 같아요 조금 더 무거운 크림이랑 두개 쓰시거나 나이트에 바르는 용으로 다른거 하나 더 사세용
2025.09.13,5점,,,휘뚤마뚤 쓰기 편한거 찾다가 한번 사봤는데 자극없이 정말 순해요 여러번 발라도 안 무겁고 가벼워요!! 정말 악악건성은 시간이 지나면 살짝 건조함이 느껴질수도 있을 거 같아요 피부 컨디션 안 좋은날 여러번 레이어해서 바르고 자면 다음날 아침에 얼굴 컨디션이 좋아져요 재구매의사 있습니동
2025.09.12,5점,,,샵데일리.. 언제써도 무난하게 젛아요 ㅎㅎ 맨날 토너랑 세트로 사서 씁미당
2025.09.12,5점,,한달이상사용,펌프형이라서 깨끗하게 사용할 수 있어서 너ㅜ 좋아요. 또 구매할게요
2025.09.11,5점,"트러블성, 트러블",,잘 쓰겠습니다 감사합니다 나중에 또 구매하겠습니다 ㅋㅎㅋㅋ
2025.09.11,5점,,한달이상사용,진짜 넘 좋고 다시 사고 싶은 템이다 매일 쟁여놓고 싶을 정도임요
2025.09.11,5점,,"한달이상사용, 재구매",저희 어머니 최애 로션이에요묨 이걸로 2번째 쓰시는 것 같애요
2025.09.10,5점,"복합성, 웜톤, 잡티, 미백",,"가격대비 꽤 괜찮은 제품이에요 막 바르려고 샀는데
보습력도 생각보다 괜찮고 순한 거 같아요"
2025.09.10,5점,,,N통째 구매중인 제품입니당 엄청 순해서 부담없고 조아옹!!
2025.09.10,5점,,,올영에서 테스트 해보고 구매했는데 역시나 마음에 들어요!
2025.09.08,5점,,재구매,부드럽게 잘 발리고 피부도 촉촉하고 좋아요. 양도 많아서 잘 쓰고 있습니다
2025.09.08,5점,,재구매,"여드름 피부라 화장품을 바꿔보던 중 아누아를 처음 접하게 되었어요. 처음에는 효과가 있는지 잘 모르겠었는데, 어느 순간부터 여드름이 조금씩 줄고 피부가 좋아지는 게 느껴지더라고요. 그 이후로는 자연스럽게 정착해서 지금은 제 기초 루틴의 필수템이 되었답니다. 특히 겨울에는 로션 바르기 전에 앰플을 함께 사용하면 보습감이 훨씬 높아져서 만족스럽게 쓰고 있어요. 사람마다 맞는 제품이 있으니 다양하게 사용해보시는걸 추천합니다!"
2025.09.07,5점,,,"약초성분함량이 높아서 진정에좋고 순합니다
흡수가잘되서좋습니다"
2025.09.07,5점,"건성, 쿨톤, 잡티, 각질","한달이상사용, 재구매","요새 이런 무난무난한 로션이 잘 없는데 좋아요
다 수분크림만 팔아서 이런 로션이 좋네요"
2025.09.07,5점,,,용량도 많고 만만한 보습용 로션으로 쓰기에 좋아요. 화장실에 두고 세수 후 바로 발라요
2025.09.07,5점,,재구매,유수분밸런스가 좋은거 같아요. 건조함도 잡아주고 번들거리지 않네요.
2025.09.06,5점,,한달이상사용,아누아 토너를 진짜 잘써서 이번에 로션까지 써봤는데 어성초라 그런지 진정에 도움이 돼요
2025.09.05,5점,,,어성초 로션이라길래 구매했는데 좋아요! 끈적임 이 별로 없어서 좋아요
2025.09.05,5점,,재구매,이거 아주 순한거 같아요 !! 선물해줬는데 안끈적해서 너무 좋아해요
2025.09.04,5점,,,토너 로션 세트살때 로션 너무 좋아서 로션도 따로 구입했어요 가격은 조큼 비싼감은 있지만 그만큼 좋음
2025.09.04,5점,"복합성, 웜톤, 블랙헤드",,"수부지와 잘 안맞은 제품 쓰면 바로 트러블 일어나는 제 피부에는 이만한 로션이 없습니다ㅠㅠ
꼭 트러블이 자주 일어나시는 분들은 아누아 제품 쓰셔요ㅠㅠ"
2025.09.04,5점,"복합성, 여름쿨톤",한달이상사용,"무난해서 별로였으나.. 오히려 무난해서 생비타민C, 레티놀 같은 고자극 성분 앰플을 사용한다면 쓰기 좋아요! 피부 극락감 ㅠㅠ 다쓰면 재구매할거예요"
2025.09.03,5점,,"한달이상사용, 재구매",자극이 없어서 누구에게나 추천드립니다! 자극 없는 로션을 찾는 분들께 완전 좋을 것 같아요
2025.09.03,5점,,한달이상사용,使いやすいローションです。刺激などはないので敏感肌もいけそうです。
2025.09.03,5점,,한달이상사용,化粧水と間違えて買ったのですが刺激もなく使いやすいです
2025.09.03,5점,"건성, 겨울쿨톤, 미백, 각질",,"한동안 다른제품 사용하다가 트러블, 피부진정 너무 필요해서 결국 다시 돌아오ㅓㅆ어요 ㅋㅋㅋㅋㅋ
진짜 너무 잘쓰는템이라서 여기저기 추천하고 다녀요
뷰티디바이스랑 같이 사용즁인데 확실히 트러블 빨리 진정되고 좋아용"
2025.09.03,5점,,,자극 없고 순해서 좋았다는 추천받고 구매해 봤어요! 아침 저녁 모두 사용하기 좋은 것 같아요!
2025.08.31,5점,,한달이상사용,너무너무 촉촉해용 진짜 극건성이라 ㅠㅠ 어찌해야하나 고민 많이 했는데 이거 바르고 고민 사라졌어용
2025.08.30,5점,"트러블성, 가을웜톤, 트러블, 블랙헤드",,촉촉하고 자극 없어요 부드럽고 재구매의사 있습니당!!!
2025.08.30,5점,,"한달이상사용, 재구매",보습감이 비교적 느껴지는 로션이라 잘 쓰고 있어요 트러블도 아직 안 났어요
2025.08.30,5점,,한달이상사용,보습감이 느껴지는 로션이라 좋아요 성분도 순해서 트러블 없어요
2025.08.29,5점,,,매번 재구매하는 제품이에요 세일을 잘 안해서 슬퍼요.. 그래서 이번에 구매! 건성인 피부인데 촉촉해서 좋구 겨울엔 조금 더 보습이 필요하긴하지만 매일 재구매합니다
2025.08.29,5점,,,"제가 거의 3년간 이 제품을 사용하다가 얼마 전에 다른 좋다는 제품이 있어서 갈아탔었는데요 바뀐 건 로션뿐인데 좁쌀 여드름이 하나 둘 나더니 갑자기 폭탄 맞아서 안되겠다 싶어 재구매합니다.... ㅜ

전 이마 + 코에 유분이 좀 많고 양 볼은 건성인 개복치 복합성인데요 여름엔 앰플 + 아누아 로션만 발라도 충분했고요 .. 겨울엔 이것만으로는 넘 건조해서 수분크림까지 발라줘요

글고 유분이 안 느껴져서 좋았어요"
2025.08.29,5점,,,이름처럼 데일리로 바르기 무난해요! 양도 많고 순해서 그럭저럭 잘 쓰고 있습니다!
2025.08.29,4점,,재구매,"복합성 피부란 얼굴 부위마다 유분이 많거나 적어서 다양한 원인의 트러블이 발생하는 타입이라는 뜻입니당
저는 이마-코-턱 부위가 땀이 특히 많은 산유국 지성이라 수분감만 100퍼 만땅인 로션을 발라줘요. 뾰루지가 자주 생기는 볼 부위에는 별 효과가 없엇기 때문에 1점 깎습니당"
2025.08.29,5점,,,"로션을 발라주면 좋다고 해서 아누아 라인으로 전부 구매했는데
적당한 사용감이 딱 좋습니다."
2025.08.26,5점,"건성, 웜톤, 잡티, 주름",한달이상사용,"아누아 로션 자극없고 순해서 좋네요!
보습은 그냥 그래서 로션도 사용하는게 좋아요!"
2025.08.26,5점,,한달이상사용,"진짜 그냥 ""로션""

빠르게 흡수되고, 수분기 낭낭한 그저 평범한 로션임. 오히려 아렇게 다른 기능없이 평범한 로션이라 데일리로 잘 쓰고있고 대용량이라 걱정없이 막 쓰기 좋음 ㅋㅋ"
2025.08.26,5점,,,"순한느낌이에요
로션이없어서사봤는데
무난하게쓰기좋은듯"
2025.08.25,5점,,한달이상사용,로션들 중에서도 무겁지 않아서 여름에 쓰기 너무 좋고 수분감도 뛰어나요!
2025.08.25,5점,,한달이상사용,밤에 바르고 자도 아침까지 수분감이 남아있어서 참 좋네용!
2025.08.24,3점,,한달이상사용,뭐랄까 겉부분만 유분이 가득한 느낌? 유분이 겉도는 느낌이에요 그래서 그런지 트러블 자극도 있는듯
2025.08.24,5점,"복합성, 쿨톤, 미백, 각질",한달이상사용,아누아 어성초 제품 자극없고 순해서 다 좋아요 겨울철에 바르기도 딱 좋습니다
2025.08.23,5점,,한달이상사용,몇년째 재구매템이에요 순하고 잘 발리고 촉촉해요 화장도 잘 먹어요! 무난하게 쓰기좋아요!
2025.08.22,5점,"복합성, 웜톤, 잡티, 트러블",,발림성 좋고 마무리감 산뜻해서 좋아요! 끈적거리게 남지 않아용
2025.08.22,5점,"지성, 봄웜톤",한달이상사용,피부타입은 복합성이고 피부가 예민해서 막 아무거나 못쓰고있었는데 이거 사고 진짜 매일 저녁 아침마다 바르는데 여드름 난적이없고 바르기도 편해서 좋았어요 바르고 막 얼굴에 찐득하게 안발려서 좋았던거같아요
2025.08.20,5점,,한달이상사용,지속력 좋고 좋게 발라죠요 지속력 굿굿 너무 좋은 것 같아요 예쁜 거 같네요 많이 파시면 좋은 거 같아요
2025.08.20,5점,,,벌써 두통째 너무 순하고 기름지지 않아서 좋아요 딱 적당한 유분 수분
2025.08.20,5점,,한달이상사용,"확실히 산뜻한 마무리감때문에 지성피부가 쓰기 좋은 것 같아요 아빠가 쓰고계시는데 이것만 세통째네여 좀 비싸긴 한데, 좋은 것 같아요 기름지거나 유분기가 없어 겨울엔 좀 보습력이 부족할거같은데 나름 잘쓰시는듯"
2025.08.19,5점,,,순하고 끈적임이 덜해서 여름철 답답하지 않게 데일리로 잘 사용하고 있어요.
2025.08.19,5점,"복합성, 웜톤, 트러블",한달이상사용,아누아 토너써보고 로션도 궁금해서 구매했는데 괜찮네요 ㅋㅋㅋ
2025.08.17,5점,,한달이상사용,촉촉한 로션들만 써오다가 이거쓰니까 처음에는 건조하다 느꼈는데 오히려 가벼워서 화장 전에 쓰기에 좋아요
2025.08.17,5점,,,"여드름있는딸이쓰려고삿어요
너무닌유명한제품이어서
넘맘에들어해요"
2025.08.17,5점,,,수부지피부인데 너무 촉촉하고 한겨울에도 잘 쓸수있을것같아요 아누아제품들은 좋아요
2025.08.17,5점,,,처음 써 보는 제품이여서 아직 잘 몰르겟지민 한 달 후 리뷰 다시 남기겟습니다
2025.08.17,5점,,,약간 무효과가 효과인 느낌인데 그게 피부랑 잘 맞는다는 것 같아서 세 통째 쓰고 있아요
2025.08.17,5점,,,이거 화장하기전에 바르는 기초 로션으로 딱이에ㅛ! 잘 쓰고 있어요
